['RX Timestamp', 'Tracked ID', 'BBox Coords (xmin, ymin, xmax, ymax)']
("'12:11:10.28523'", 59, 603, 47, 1070, 258)
("'12:11:10.28523'", 63, -14, 138, 546, 559)
("'12:11:10.45829'", 19, 299, 116, 528, 264)
("'12:11:10.45829'", 22, 678, 68, 1258, 497)
("'12:11:10.45829'", 29, 440, 91, 591, 207)
("'12:11:10.45829'", 59, 599, 39, 1028, 229)
("'12:11:10.45829'", 61, 910, 497, 1289, 689)
("'12:11:10.45829'", 63, -10, 144, 510, 546)
("'12:11:10.63022'", 19, 199, 88, 501, 290)
("'12:11:10.63022'", 22, 647, 23, 1264, 455)
("'12:11:10.63022'", 59, 567, 31, 985, 214)
("'12:11:10.63022'", 63, -2, 124, 472, 497)
("'12:11:10.63022'", 88, 356, 399, 504, 540)
("'12:11:10.63022'", 92, 533, 409, 829, 610)
("'12:11:10.80498'", 9, -20, 471, 291, 708)
("'12:11:10.80498'", 19, 142, 50, 507, 296)
("'12:11:10.80498'", 22, 658, 0, 1256, 402)
("'12:11:10.80498'", 36, 949, 376, 1262, 687)
("'12:11:10.80498'", 44, 6, 104, 366, 496)
("'12:11:10.80498'", 93, 533, 401, 826, 568)
("'12:11:10.98684'", 9, -22, 457, 263, 704)
("'12:11:10.98684'", 19, 150, 67, 471, 275)
("'12:11:10.98684'", 22, 639, -3, 1265, 405)
("'12:11:10.98684'", 44, -1, 117, 312, 472)
("'12:11:10.98684'", 88, 248, 379, 490, 555)
("'12:11:10.98684'", 93, 462, 373, 835, 580)
("'12:11:11.19647'", 19, 82, 47, 474, 273)
("'12:11:11.19647'", 22, 653, 5, 1250, 383)
("'12:11:11.19647'", 29, 476, 58, 684, 222)
("'12:11:11.19647'", 44, 1, 114, 265, 415)
("'12:11:11.19647'", 89, 530, 42, 630, 214)
("'12:11:11.19647'", 92, 241, 358, 479, 515)
("'12:11:11.19647'", 93, 463, 350, 842, 557)
("'12:11:11.36385'", 19, 58, 46, 479, 269)
("'12:11:11.36385'", 22, 634, 7, 1233, 364)
("'12:11:11.36385'", 29, 470, 33, 689, 213)
("'12:11:11.36385'", 44, 13, 113, 270, 397)
("'12:11:11.36385'", 72, 1105, 307, 1294, 450)
("'12:11:11.36385'", 92, 213, 339, 498, 523)
("'12:11:11.36385'", 93, 486, 346, 823, 521)
("'12:11:11.53582'", 19, 47, 50, 503, 286)
("'12:11:11.53582'", 22, 596, 8, 1245, 371)
("'12:11:11.53582'", 44, 26, 120, 286, 378)
("'12:11:11.53582'", 92, 196, 326, 490, 524)
("'12:11:11.53582'", 93, 475, 332, 870, 529)
("'12:11:11.70936'", 19, 92, 59, 561, 311)
("'12:11:11.70936'", 22, 572, 8, 1282, 400)
("'12:11:11.70936'", 44, 11, 112, 318, 403)
("'12:11:11.70936'", 59, 425, 0, 818, 155)
("'12:11:11.70936'", 64, 499, 357, 924, 537)
("'12:11:11.70936'", 88, 229, 307, 406, 432)
("'12:11:11.87868'", 9, -1, 140, 343, 443)
("'12:11:11.87868'", 19, 164, 94, 583, 323)
("'12:11:11.87868'", 22, 571, 19, 1281, 434)
("'12:11:11.87868'", 59, 426, 0, 872, 180)
("'12:11:11.87868'", 64, 498, 353, 995, 574)
("'12:11:11.87868'", 92, 295, 378, 584, 569)
("'12:11:12.05478'", 9, 3, 168, 335, 458)
("'12:11:12.05478'", 19, 219, 122, 648, 358)
("'12:11:12.05478'", 22, 588, 47, 1301, 474)
("'12:11:12.05478'", 44, -12, 178, 330, 507)
("'12:11:12.05478'", 59, 470, 0, 904, 196)
("'12:11:12.05478'", 63, 274, 117, 600, 363)
("'12:11:12.05478'", 64, 588, 386, 1010, 576)
("'12:11:12.05478'", 92, 381, 389, 677, 590)
("'12:11:12.22428'", 22, 617, 85, 1301, 500)
("'12:11:12.22428'", 44, 3, 211, 301, 504)
("'12:11:12.22428'", 59, 505, 0, 948, 206)
("'12:11:12.22428'", 63, 295, 138, 654, 375)
("'12:11:12.22428'", 64, 610, 396, 1097, 618)
("'12:11:12.22428'", 92, 432, 404, 761, 624)
("'12:11:12.22428'", 108, 22, 466, 226, 711)
("'12:11:12.39566'", 22, 662, 86, 1327, 520)
("'12:11:12.39566'", 44, -3, 209, 285, 492)
("'12:11:12.39566'", 59, 537, 0, 981, 204)
("'12:11:12.39566'", 63, 325, 129, 737, 385)
("'12:11:12.39566'", 64, 666, 391, 1179, 632)
("'12:11:12.39566'", 92, 451, 410, 840, 643)
("'12:11:12.39566'", 108, 21, 466, 239, 717)
("'12:11:12.39566'", 110, 970, 3, 1288, 148)
("'12:11:12.56519'", 9, 45, 472, 300, 686)
("'12:11:12.56519'", 29, 774, 53, 1295, 499)
("'12:11:12.56519'", 44, 15, 205, 258, 440)
("'12:11:12.56519'", 59, 559, 0, 987, 177)
("'12:11:12.56519'", 63, 373, 142, 767, 376)
("'12:11:12.56519'", 64, 740, 366, 1244, 612)
("'12:11:12.56519'", 92, 457, 416, 880, 648)
("'12:11:12.56519'", 110, 1047, 0, 1281, 109)
("'12:11:12.73410'", 19, 378, 139, 844, 375)
("'12:11:12.73410'", 29, 873, 82, 1268, 420)
("'12:11:12.73410'", 36, -17, 187, 192, 420)
("'12:11:12.73410'", 59, 593, 0, 1024, 154)
("'12:11:12.73410'", 64, 823, 356, 1274, 581)
("'12:11:12.73410'", 88, 18, 407, 432, 687)
("'12:11:12.73410'", 92, 411, 394, 937, 666)
("'12:11:12.73410'", 93, 336, 326, 480, 400)
("'12:11:12.73410'", 111, 1037, 17, 1272, 142)
("'12:11:12.90641'", 19, 372, 124, 898, 382)
("'12:11:12.90641'", 29, 918, 66, 1298, 409)
("'12:11:12.90641'", 36, 38, 223, 214, 415)
("'12:11:12.90641'", 59, 618, 0, 1067, 133)
("'12:11:12.90641'", 64, 816, 348, 1281, 581)
("'12:11:12.90641'", 88, 2, 362, 515, 709)
("'12:11:12.90641'", 92, 489, 409, 1007, 671)
("'12:11:12.90641'", 93, 329, 325, 479, 403)
("'12:11:12.90641'", 100, 328, 317, 470, 411)
("'12:11:13.07710'", 19, 391, 133, 930, 378)
("'12:11:13.07710'", 29, 944, 31, 1290, 372)
("'12:11:13.07710'", 36, 29, 212, 232, 418)
("'12:11:13.07710'", 59, 530, 2, 999, 142)
("'12:11:13.07710'", 64, 826, 341, 1272, 559)
("'12:11:13.07710'", 88, -19, 327, 539, 723)
("'12:11:13.07710'", 92, 529, 386, 1141, 698)
("'12:11:13.07710'", 93, 332, 328, 489, 410)
("'12:11:13.24914'", 19, 371, 138, 932, 370)
("'12:11:13.24914'", 22, 874, 58, 1144, 255)
("'12:11:13.24914'", 29, 1000, 27, 1301, 344)
("'12:11:13.24914'", 59, 543, 8, 968, 153)
("'12:11:13.24914'", 64, 851, 346, 1278, 559)
("'12:11:13.24914'", 88, 0, 315, 572, 722)
("'12:11:13.24914'", 92, 565, 371, 1247, 714)
("'12:11:13.24914'", 113, 26, 246, 230, 376)
("'12:11:13.42149'", 19, 349, 117, 959, 350)
("'12:11:13.42149'", 22, 873, 58, 1114, 241)
("'12:11:13.42149'", 36, 12, 228, 170, 391)
("'12:11:13.42149'", 63, 703, 11, 928, 137)
("'12:11:13.42149'", 64, 920, 327, 1278, 514)
("'12:11:13.42149'", 88, -18, 272, 614, 717)
("'12:11:13.42149'", 92, 593, 367, 1280, 714)
("'12:11:13.59752'", 19, 329, 125, 972, 354)
("'12:11:13.59752'", 22, 864, 68, 1101, 236)
("'12:11:13.59752'", 36, -11, 239, 132, 397)
("'12:11:13.59752'", 64, 965, 342, 1270, 501)
("'12:11:13.59752'", 88, 0, 253, 636, 707)
("'12:11:13.59752'", 92, 606, 369, 1283, 713)
("'12:11:13.77846'", 19, 317, 148, 980, 374)
("'12:11:13.77846'", 36, -20, 235, 109, 406)
("'12:11:13.77846'", 88, 57, 278, 641, 691)
("'12:11:13.77846'", 118, 835, 256, 1080, 402)
("'12:11:13.77846'", 121, 564, 427, 1285, 720)
("'12:11:13.94905'", 19, 352, 144, 1085, 394)
("'12:11:13.94905'", 36, -12, 236, 99, 405)
("'12:11:13.94905'", 59, 590, 80, 976, 212)
("'12:11:13.94905'", 64, 1053, 354, 1265, 464)
("'12:11:13.94905'", 88, 100, 243, 771, 709)
("'12:11:13.94905'", 121, 639, 483, 1205, 703)
("'12:11:14.11761'", 19, 476, 164, 1047, 351)
("'12:11:14.11761'", 36, -8, 269, 82, 423)
("'12:11:14.11761'", 59, 618, 96, 923, 203)
("'12:11:14.11761'", 88, 71, 181, 851, 722)
("'12:11:14.11761'", 121, 630, 479, 1252, 708)
("'12:11:14.11761'", 126, 798, 256, 1213, 439)
("'12:11:14.29033'", 9, 1064, 338, 1280, 521)
("'12:11:14.29033'", 59, 618, 81, 904, 182)
("'12:11:14.29033'", 121, 649, 472, 1255, 693)
("'12:11:14.29033'", 127, 80, 156, 1180, 676)
("'12:11:14.49950'", 22, 806, 211, 1195, 484)
("'12:11:14.49950'", 88, 129, 59, 1121, 681)
("'12:11:14.49950'", 121, 732, 517, 1281, 719)
("'12:11:14.66693'", 22, 881, 248, 1222, 489)
("'12:11:14.66693'", 88, 111, 39, 1155, 660)
("'12:11:14.66693'", 121, 812, 536, 1288, 712)
("'12:11:14.83543'", 88, 135, 3, 1165, 587)
("'12:11:14.83543'", 118, 685, 508, 959, 664)
("'12:11:14.83543'", 127, 36, 13, 1243, 586)
("'12:11:15.00377'", 92, 669, 486, 1031, 666)
("'12:11:15.00377'", 111, 853, 210, 1269, 426)
("'12:11:15.00377'", 118, 676, 510, 970, 673)
("'12:11:15.00377'", 126, 71, 15, 1208, 489)
("'12:11:15.17314'", 9, 959, 142, 1247, 377)
("'12:11:15.17314'", 22, 896, 184, 1224, 412)
("'12:11:15.17314'", 92, 685, 476, 1020, 654)
("'12:11:15.17314'", 126, 151, 5, 1150, 404)
("'12:11:15.17314'", 132, -11, 343, 291, 580)
("'12:11:15.34752'", 92, 733, 475, 1067, 647)
("'12:11:15.34752'", 111, 859, 142, 1236, 340)
("'12:11:15.34752'", 126, 220, 22, 1100, 351)
("'12:11:15.34752'", 132, -10, 288, 324, 550)
("'12:11:15.51644'", 19, 365, 0, 1289, 306)
("'12:11:15.51644'", 88, 748, 441, 1106, 644)
("'12:11:15.51644'", 111, 804, 82, 1256, 315)
("'12:11:15.51644'", 127, 307, -2, 1152, 385)
("'12:11:15.51644'", 132, -8, 229, 348, 511)
("'12:11:15.51644'", 134, 1055, 456, 1228, 583)
("'12:11:15.68597'", 19, 407, -1, 1274, 291)
("'12:11:15.68597'", 59, 494, 297, 831, 414)
("'12:11:15.68597'", 64, 1033, 451, 1271, 575)
("'12:11:15.68597'", 88, 745, 432, 1131, 649)
("'12:11:15.68597'", 113, 151, 68, 407, 246)
("'12:11:15.68597'", 132, 35, 236, 380, 497)
("'12:11:15.85375'", 19, 411, -1, 1282, 292)
("'12:11:15.85375'", 36, -3, 151, 96, 358)
("'12:11:15.85375'", 59, 471, 293, 855, 436)
("'12:11:15.85375'", 64, 1033, 456, 1282, 583)
("'12:11:15.85375'", 92, 769, 449, 1168, 640)
("'12:11:15.85375'", 113, 161, 64, 399, 246)
("'12:11:15.85375'", 118, 463, 426, 787, 611)
("'12:11:15.85375'", 127, 811, 87, 1267, 288)
("'12:11:15.85375'", 132, 66, 225, 462, 515)
("'12:11:15.85375'", 141, 472, 166, 647, 329)
("'12:11:15.85375'", 142, 5, 576, 198, 720)
("'12:11:16.02693'", 22, 829, 18, 1232, 282)
("'12:11:16.02693'", 59, 471, 265, 871, 425)
("'12:11:16.02693'", 92, 800, 446, 1211, 641)
("'12:11:16.02693'", 111, 810, 44, 1269, 277)
("'12:11:16.02693'", 113, 147, 54, 379, 245)
("'12:11:16.02693'", 132, 125, 222, 521, 512)
("'12:11:16.02693'", 142, 11, 573, 203, 719)
("'12:11:16.02693'", 143, 170, 504, 485, 677)
("'12:11:16.02693'", 146, 336, 147, 729, 305)
("'12:11:16.19774'", 59, 525, 255, 866, 396)
("'12:11:16.19774'", 88, 836, 432, 1238, 648)
("'12:11:16.19774'", 111, 827, 42, 1278, 266)
("'12:11:16.19774'", 113, 140, 52, 334, 204)
("'12:11:16.19774'", 132, 106, 202, 556, 512)
("'12:11:16.19774'", 142, 14, 565, 208, 710)
("'12:11:16.19774'", 143, 155, 486, 496, 673)
("'12:11:16.19774'", 146, 284, 116, 756, 311)
("'12:11:16.19774'", 147, 695, 569, 975, 714)
("'12:11:16.36575'", 36, 8, 178, 80, 291)
("'12:11:16.36575'", 59, 464, 230, 879, 410)
("'12:11:16.36575'", 88, 867, 438, 1264, 641)
("'12:11:16.36575'", 111, 824, 39, 1271, 267)
("'12:11:16.36575'", 113, 97, 25, 344, 220)
("'12:11:16.36575'", 118, 44, 190, 617, 508)
("'12:11:16.36575'", 142, -15, 554, 177, 714)
("'12:11:16.36575'", 143, 153, 480, 492, 666)
("'12:11:16.36575'", 146, 294, 135, 757, 321)
("'12:11:16.36575'", 147, 681, 552, 983, 719)
("'12:11:16.36575'", 150, 922, 309, 1090, 392)
("'12:11:16.53374'", 19, 973, 1, 1273, 101)
("'12:11:16.53374'", 36, -2, 175, 75, 297)
("'12:11:16.53374'", 88, 837, 431, 1268, 655)
("'12:11:16.53374'", 111, 841, 46, 1276, 267)
("'12:11:16.53374'", 113, 76, 16, 330, 226)
("'12:11:16.53374'", 118, 29, 185, 643, 508)
("'12:11:16.53374'", 143, 132, 480, 488, 681)
("'12:11:16.53374'", 146, 259, 132, 823, 364)
("'12:11:16.53374'", 147, 681, 543, 1001, 720)
("'12:11:16.53374'", 149, 0, 490, 142, 703)
("'12:11:16.70923'", 19, 1134, 0, 1320, 66)
("'12:11:16.70923'", 22, 898, 2, 1032, 81)
("'12:11:16.70923'", 88, 861, 438, 1269, 651)
("'12:11:16.70923'", 92, 1049, 303, 1247, 399)
("'12:11:16.70923'", 113, 25, 10, 307, 245)
("'12:11:16.70923'", 118, 40, 195, 697, 506)
("'12:11:16.70923'", 127, 827, 65, 1290, 274)
("'12:11:16.70923'", 143, 160, 493, 475, 678)
("'12:11:16.70923'", 146, 268, 134, 830, 375)
("'12:11:16.70923'", 147, 679, 539, 1003, 720)
("'12:11:16.70923'", 149, 14, 455, 195, 709)
("'12:11:16.88327'", 88, 852, 426, 1271, 645)
("'12:11:16.88327'", 111, 836, 30, 1276, 268)
("'12:11:16.88327'", 113, -5, 0, 295, 260)
("'12:11:16.88327'", 118, 65, 172, 820, 510)
("'12:11:16.88327'", 146, 269, 123, 859, 373)
("'12:11:16.88327'", 147, 692, 539, 1025, 718)
("'12:11:16.88327'", 149, 11, 389, 242, 685)
("'12:11:17.06002'", 9, -32, 262, 210, 468)
("'12:11:17.06002'", 59, 410, 135, 886, 338)
("'12:11:17.06002'", 88, 838, 417, 1266, 647)
("'12:11:17.06002'", 111, 854, 37, 1246, 257)
("'12:11:17.06002'", 118, 148, 120, 935, 490)
("'12:11:17.06002'", 147, 679, 531, 1039, 717)
("'12:11:17.06002'", 149, 8, 367, 263, 673)
("'12:11:17.23255'", 88, 836, 420, 1282, 664)
("'12:11:17.23255'", 118, 215, 118, 1016, 495)
("'12:11:17.23255'", 127, 853, 60, 1280, 259)
("'12:11:17.23255'", 147, 682, 528, 1069, 712)
("'12:11:17.23255'", 149, 9, 323, 300, 649)
("'12:11:17.40415'", 111, 919, 74, 1282, 278)
("'12:11:17.40415'", 118, 255, 127, 1042, 489)
("'12:11:17.40415'", 132, 254, 429, 597, 648)
("'12:11:17.40415'", 147, 730, 526, 1142, 712)
("'12:11:17.40415'", 149, -3, 303, 319, 665)
("'12:11:17.57479'", 22, 890, 9, 1019, 75)
("'12:11:17.57479'", 59, 240, 167, 1152, 517)
("'12:11:17.57479'", 111, 975, 85, 1304, 280)
("'12:11:17.57479'", 113, 70, 17, 245, 151)
("'12:11:17.57479'", 132, 288, 424, 660, 664)
("'12:11:17.57479'", 147, 767, 530, 1214, 719)
("'12:11:17.57479'", 149, 10, 321, 357, 710)
("'12:11:17.57479'", 161, 540, 8, 803, 85)
("'12:11:17.78495'", 59, 254, 140, 1211, 504)
("'12:11:17.78495'", 111, 1052, 54, 1327, 250)
("'12:11:17.78495'", 142, 376, 397, 678, 653)
("'12:11:17.78495'", 147, 778, 519, 1256, 715)
("'12:11:17.78495'", 149, 32, 281, 440, 696)
("'12:11:17.95477'", 59, 278, 135, 1220, 493)
("'12:11:17.95477'", 143, 10, 305, 608, 694)
("'12:11:17.95477'", 147, 805, 522, 1263, 707)
("'12:11:18.12593'", 36, 5, 129, 117, 282)
("'12:11:18.12593'", 118, 446, 131, 1219, 497)
("'12:11:18.12593'", 132, 602, 430, 888, 634)
("'12:11:18.12593'", 143, 54, 293, 702, 678)
("'12:11:18.12593'", 146, 835, 522, 1282, 722)
("'12:11:18.12593'", 169, 321, 12, 409, 109)
("'12:11:18.29713'", 36, -5, 81, 128, 276)
("'12:11:18.29713'", 118, 492, 121, 1228, 472)
("'12:11:18.29713'", 143, 52, 230, 820, 687)
("'12:11:18.29713'", 146, 798, 484, 1293, 712)
("'12:11:18.46802'", 36, -11, 81, 108, 270)
("'12:11:18.46802'", 134, 611, 39, 1244, 463)
("'12:11:18.46802'", 143, 70, 209, 835, 648)
("'12:11:18.46802'", 146, 803, 482, 1275, 695)
("'12:11:18.46802'", 171, 339, 101, 715, 267)
("'12:11:18.46802'", 173, 169, 560, 695, 712)
("'12:11:18.63916'", 127, 629, 386, 1028, 574)
("'12:11:18.63916'", 134, 620, 41, 1263, 468)
("'12:11:18.63916'", 143, 56, 178, 879, 646)
("'12:11:18.63916'", 146, 780, 464, 1294, 703)
("'12:11:18.63916'", 161, 219, 73, 845, 263)
