['RX Timestamp', 'Tracked ID', 'BBox Coords (xmin, ymin, xmax, ymax)']
("'13:23:12.12222'", 45, 335, 435, 604, 530)
("'13:23:12.30575'", 5, 883, 383, 1230, 512)
("'13:23:12.30575'", 8, 873, 384, 1262, 488)
("'13:23:12.30575'", 10, 54, 352, 377, 484)
("'13:23:12.30575'", 15, 487, 363, 753, 452)
("'13:23:12.30575'", 21, 650, 462, 1116, 620)
("'13:23:12.30575'", 26, 729, 256, 1052, 378)
("'13:23:12.30575'", 44, -59, 561, 698, 720)
("'13:23:12.49746'", 3, 689, 438, 1161, 639)
("'13:23:12.49746'", 5, 925, 384, 1263, 505)
("'13:23:12.49746'", 10, 68, 346, 376, 461)
("'13:23:12.49746'", 15, 462, 338, 797, 458)
("'13:23:12.49746'", 21, 667, 443, 1214, 639)
("'13:23:12.49746'", 26, 769, 248, 1114, 391)
("'13:23:12.49746'", 44, -1, 546, 727, 710)
("'13:23:12.67657'", 2, 811, 239, 1097, 390)
("'13:23:12.67657'", 3, 714, 427, 1180, 642)
("'13:23:12.67657'", 8, 931, 386, 1277, 483)
("'13:23:12.67657'", 10, 66, 330, 373, 438)
("'13:23:12.67657'", 15, 464, 335, 798, 455)
("'13:23:12.67657'", 17, 431, 412, 619, 491)
("'13:23:12.67657'", 44, 94, 531, 800, 702)
("'13:23:12.67657'", 47, 34, 8, 268, 300)
("'13:23:12.85339'", 5, 1008, 381, 1284, 479)
("'13:23:12.85339'", 10, 85, 296, 453, 431)
("'13:23:12.85339'", 15, 510, 324, 816, 433)
("'13:23:12.85339'", 17, 466, 385, 659, 464)
("'13:23:12.85339'", 21, 766, 456, 1238, 630)
("'13:23:12.85339'", 22, 1020, 380, 1269, 488)
("'13:23:12.85339'", 26, 829, 251, 1129, 372)
("'13:23:12.85339'", 44, 236, 512, 871, 688)
("'13:23:12.85339'", 47, 85, 15, 338, 266)
("'13:23:12.85339'", 51, 14, 381, 184, 514)
("'13:23:12.85339'", 52, -31, 480, 382, 706)
("'13:23:13.02693'", 2, 898, 230, 1191, 375)
("'13:23:13.02693'", 10, 160, 293, 454, 396)
("'13:23:13.02693'", 15, 503, 306, 833, 426)
("'13:23:13.02693'", 18, 1047, 372, 1273, 476)
("'13:23:13.02693'", 21, 802, 437, 1302, 633)
("'13:23:13.02693'", 44, 347, 491, 942, 680)
("'13:23:13.02693'", 47, 109, 27, 415, 252)
("'13:23:13.02693'", 51, 38, 382, 191, 479)
("'13:23:13.02693'", 52, 18, 436, 446, 667)
("'13:23:13.02693'", 56, 261, 632, 674, 720)
("'13:23:13.20815'", 2, 977, 237, 1241, 370)
("'13:23:13.20815'", 3, 876, 458, 1280, 651)
("'13:23:13.20815'", 10, 174, 283, 525, 408)
("'13:23:13.20815'", 44, 452, 485, 982, 678)
("'13:23:13.20815'", 45, 570, 302, 879, 420)
("'13:23:13.20815'", 47, 111, 28, 516, 246)
("'13:23:13.20815'", 52, 28, 400, 524, 656)
("'13:23:13.38901'", 2, 1010, 237, 1279, 371)
("'13:23:13.38901'", 3, 922, 470, 1325, 685)
("'13:23:13.38901'", 10, 277, 280, 555, 375)
("'13:23:13.38901'", 15, 647, 308, 929, 407)
("'13:23:13.38901'", 17, 572, 354, 779, 440)
("'13:23:13.38901'", 44, 619, 495, 1085, 684)
("'13:23:13.38901'", 47, 213, 41, 688, 246)
("'13:23:13.38901'", 52, 92, 398, 621, 630)
("'13:23:13.56621'", 2, 1058, 211, 1359, 394)
("'13:23:13.56621'", 3, 1038, 502, 1281, 642)
("'13:23:13.56621'", 10, 340, 277, 604, 367)
("'13:23:13.56621'", 15, 691, 297, 1002, 402)
("'13:23:13.56621'", 18, 1001, 374, 1224, 476)
("'13:23:13.56621'", 44, 733, 514, 1153, 689)
("'13:23:13.56621'", 47, 341, 45, 851, 246)
("'13:23:13.56621'", 52, 263, 405, 790, 611)
("'13:23:13.56621'", 60, 132, 361, 431, 444)
("'13:23:13.56621'", 61, 75, 557, 612, 716)
("'13:23:13.74280'", 1, 690, 294, 1025, 390)
("'13:23:13.74280'", 10, 360, 260, 672, 374)
("'13:23:13.74280'", 44, 849, 530, 1260, 704)
("'13:23:13.74280'", 45, 700, 286, 1022, 413)
("'13:23:13.74280'", 47, 468, 66, 949, 250)
("'13:23:13.74280'", 52, 392, 417, 908, 602)
("'13:23:13.74280'", 61, 109, 553, 649, 709)
("'13:23:13.74280'", 62, -19, 278, 270, 398)
("'13:23:13.74280'", 65, 8, 329, 165, 459)
("'13:23:13.74280'", 66, 36, 454, 307, 605)
("'13:23:13.91732'", 10, 384, 267, 667, 371)
("'13:23:13.91732'", 15, 752, 291, 1071, 396)
("'13:23:13.91732'", 18, 1072, 360, 1263, 447)
("'13:23:13.91732'", 44, 845, 530, 1295, 716)
("'13:23:13.91732'", 45, 700, 292, 1031, 423)
("'13:23:13.91732'", 47, 557, 81, 1060, 270)
("'13:23:13.91732'", 51, 1, 281, 275, 431)
("'13:23:13.91732'", 52, 507, 419, 1026, 599)
("'13:23:13.91732'", 61, 141, 528, 789, 711)
("'13:23:13.91732'", 62, -18, 294, 299, 427)
("'13:23:13.91732'", 66, 98, 470, 392, 605)
("'13:23:13.91732'", 71, 1191, 246, 1278, 348)
("'13:23:14.09440'", 15, 747, 299, 1112, 421)
("'13:23:14.09440'", 45, 760, 301, 1088, 430)
("'13:23:14.09440'", 47, 640, 86, 1162, 286)
("'13:23:14.09440'", 52, 615, 423, 1167, 615)
("'13:23:14.09440'", 61, 270, 551, 830, 711)
("'13:23:14.09440'", 62, -5, 298, 327, 440)
("'13:23:14.26792'", 10, 456, 309, 708, 400)
("'13:23:14.26792'", 15, 808, 319, 1118, 421)
("'13:23:14.26792'", 45, 794, 319, 1080, 433)
("'13:23:14.26792'", 47, 762, 123, 1243, 305)
("'13:23:14.26792'", 52, 759, 448, 1279, 631)
("'13:23:14.26792'", 62, 0, 320, 361, 474)
("'13:23:14.26792'", 77, 95, 622, 348, 718)
("'13:23:14.26792'", 80, 388, 554, 867, 720)
("'13:23:14.44568'", 10, 483, 311, 737, 405)
("'13:23:14.44568'", 15, 842, 335, 1130, 424)
("'13:23:14.44568'", 21, 825, 457, 1279, 636)
("'13:23:14.44568'", 47, 799, 132, 1317, 336)
("'13:23:14.44568'", 61, 443, 571, 967, 718)
("'13:23:14.44568'", 62, 17, 319, 424, 488)
("'13:23:14.44568'", 78, 448, 296, 715, 403)
("'13:23:14.44568'", 83, 87, 482, 364, 600)
("'13:23:14.44568'", 85, 278, 529, 655, 656)
("'13:23:14.62411'", 2, 987, 144, 1276, 339)
("'13:23:14.62411'", 10, 487, 297, 827, 429)
("'13:23:14.62411'", 21, 953, 476, 1332, 660)
("'13:23:14.62411'", 22, 871, 318, 1158, 442)
("'13:23:14.62411'", 26, 920, 338, 1190, 442)
("'13:23:14.62411'", 61, 561, 576, 1056, 716)
("'13:23:14.62411'", 62, 65, 350, 463, 502)
("'13:23:14.62411'", 66, 481, 402, 677, 485)
("'13:23:14.62411'", 74, 561, 336, 782, 412)
("'13:23:14.80250'", 15, 932, 354, 1258, 454)
("'13:23:14.80250'", 44, 955, 334, 1232, 446)
("'13:23:14.80250'", 56, 603, 593, 1142, 708)
("'13:23:14.80250'", 61, 670, 590, 1134, 719)
("'13:23:14.80250'", 62, 159, 374, 571, 523)
("'13:23:14.80250'", 66, 584, 412, 760, 485)
("'13:23:14.80250'", 71, 1129, 172, 1278, 344)
("'13:23:14.80250'", 90, 116, 645, 598, 719)
("'13:23:14.80250'", 91, -10, 309, 299, 520)
("'13:23:14.98142'", 3, 1000, 353, 1244, 496)
("'13:23:14.98142'", 18, 994, 370, 1261, 496)
("'13:23:14.98142'", 51, 10, 313, 409, 522)
("'13:23:14.98142'", 62, 258, 391, 681, 543)
("'13:23:14.98142'", 91, 14, 302, 370, 542)
("'13:23:14.98142'", 93, 318, 535, 686, 647)
("'13:23:14.98142'", 94, 48, -3, 246, 303)
("'13:23:15.15835'", 10, 533, 354, 938, 510)
("'13:23:15.15835'", 26, 1039, 408, 1283, 502)
("'13:23:15.15835'", 51, 86, 324, 509, 538)
("'13:23:15.15835'", 65, 43, 81, 401, 323)
("'13:23:15.15835'", 83, 380, 408, 741, 563)
("'13:23:15.15835'", 85, 727, 489, 1002, 583)
("'13:23:15.15835'", 86, 618, 373, 942, 484)
("'13:23:15.15835'", 93, 406, 560, 791, 673)
("'13:23:15.15835'", 96, 722, 453, 1015, 597)
("'13:23:15.36796'", 1, -11, 287, 427, 413)
("'13:23:15.36796'", 22, 781, 497, 1013, 593)
("'13:23:15.36796'", 51, 154, 321, 642, 547)
("'13:23:15.36796'", 65, 101, 136, 499, 331)
("'13:23:15.36796'", 78, 474, 431, 811, 571)
("'13:23:15.36796'", 80, 770, 498, 1033, 586)
("'13:23:15.36796'", 91, -23, 335, 509, 706)
("'13:23:15.36796'", 93, 496, 571, 863, 685)
("'13:23:15.36796'", 100, 1109, 410, 1276, 512)
("'13:23:15.54471'", 18, 1113, 441, 1282, 521)
("'13:23:15.54471'", 22, 781, 501, 1024, 600)
("'13:23:15.54471'", 51, 238, 345, 711, 564)
("'13:23:15.54471'", 62, 557, 582, 874, 698)
("'13:23:15.54471'", 65, 100, 142, 626, 355)
("'13:23:15.54471'", 78, 560, 453, 851, 574)
("'13:23:15.54471'", 83, 657, 388, 842, 468)
("'13:23:15.54471'", 91, -2, 325, 558, 725)
("'13:23:15.72084'", 22, 741, 486, 1023, 595)
("'13:23:15.72084'", 51, 238, 316, 749, 551)
("'13:23:15.72084'", 65, 180, 145, 741, 352)
("'13:23:15.72084'", 78, 618, 463, 852, 563)
("'13:23:15.72084'", 91, 55, 338, 608, 700)
("'13:23:15.72084'", 93, 558, 573, 907, 683)
("'13:23:15.89969'", 51, 380, 331, 848, 542)
("'13:23:15.89969'", 65, 262, 143, 824, 346)
("'13:23:15.89969'", 66, 1054, 410, 1302, 515)
("'13:23:15.89969'", 80, 767, 479, 1058, 579)
("'13:23:15.89969'", 91, 84, 353, 637, 659)
("'13:23:15.89969'", 93, 648, 567, 963, 667)
("'13:23:16.08993'", 15, 842, 457, 1081, 547)
("'13:23:16.08993'", 22, 726, 532, 998, 636)
("'13:23:16.08993'", 51, 449, 327, 882, 521)
("'13:23:16.08993'", 65, 406, 139, 939, 330)
("'13:23:16.08993'", 91, 114, 324, 735, 609)
("'13:23:16.08993'", 100, 1129, 403, 1284, 502)
("'13:23:16.27126'", 17, 918, 438, 1109, 524)
("'13:23:16.27126'", 21, 1089, 601, 1287, 716)
("'13:23:16.27126'", 47, 794, 529, 1007, 611)
("'13:23:16.27126'", 65, 546, 129, 1040, 306)
("'13:23:16.27126'", 80, 819, 519, 1066, 601)
("'13:23:16.27126'", 91, 206, 313, 881, 592)
("'13:23:16.27126'", 110, 329, 234, 621, 363)
("'13:23:16.27126'", 112, -40, 488, 390, 715)
("'13:23:16.44790'", 56, 686, 626, 1090, 718)
("'13:23:16.44790'", 65, 669, 114, 1187, 294)
("'13:23:16.44790'", 86, 983, 416, 1222, 499)
("'13:23:16.44790'", 91, 384, 294, 1048, 562)
("'13:23:16.44790'", 110, 466, 222, 700, 324)
("'13:23:16.44790'", 112, 19, 461, 480, 700)
("'13:23:16.44790'", 117, 254, 390, 565, 536)
("'13:23:16.62714'", 51, 582, 194, 840, 307)
("'13:23:16.62714'", 56, 768, 608, 1233, 710)
("'13:23:16.62714'", 65, 786, 93, 1331, 290)
("'13:23:16.62714'", 91, 521, 288, 1196, 555)
("'13:23:16.62714'", 110, 556, 196, 828, 304)
("'13:23:16.62714'", 112, 69, 458, 570, 692)
("'13:23:16.62714'", 117, 410, 389, 675, 501)
("'13:23:16.62714'", 118, -25, 266, 352, 404)
("'13:23:16.81020'", 56, 632, 631, 1127, 717)
("'13:23:16.81020'", 65, 852, 87, 1372, 304)
("'13:23:16.81020'", 91, 595, 263, 1339, 570)
("'13:23:16.81020'", 112, 59, 447, 653, 701)
("'13:23:16.99120'", 8, 38, 444, 793, 647)
("'13:23:16.99120'", 65, 985, 125, 1333, 292)
("'13:23:16.99120'", 91, 737, 280, 1342, 551)
("'13:23:16.99120'", 98, 1053, 114, 1243, 304)
("'13:23:16.99120'", 112, 95, 442, 697, 672)
("'13:23:16.99120'", 118, 131, 302, 404, 397)
("'13:23:16.99120'", 121, 537, 352, 913, 515)
("'13:23:16.99120'", 123, 688, 212, 952, 297)
("'13:23:17.17144'", 8, 17, 417, 800, 647)
("'13:23:17.17144'", 17, 699, 184, 948, 295)
("'13:23:17.17144'", 91, 751, 283, 1306, 542)
("'13:23:17.17144'", 98, 1090, 123, 1277, 293)
("'13:23:17.17144'", 121, 552, 351, 912, 505)
("'13:23:17.17144'", 124, 568, 578, 1296, 719)
("'13:23:17.35637'", 8, 38, 429, 832, 663)
("'13:23:17.35637'", 91, 738, 326, 1270, 573)
("'13:23:17.35637'", 98, 1110, 151, 1304, 343)
("'13:23:17.35637'", 123, 683, 228, 938, 312)
("'13:23:17.35637'", 124, 616, 589, 1278, 720)
("'13:23:17.35637'", 126, 24, 37, 226, 355)
("'13:23:17.53313'", 8, 95, 453, 824, 670)
("'13:23:17.53313'", 22, 721, 297, 1016, 403)
("'13:23:17.53313'", 91, 788, 355, 1258, 571)
("'13:23:17.53313'", 98, 1128, 181, 1280, 338)
("'13:23:17.53313'", 123, 701, 232, 933, 307)
("'13:23:17.53313'", 124, 691, 591, 1298, 715)
("'13:23:17.53313'", 126, 51, 48, 270, 334)
("'13:23:17.71029'", 8, 180, 466, 906, 687)
("'13:23:17.71029'", 78, 725, 233, 953, 327)
("'13:23:17.71029'", 91, 842, 382, 1282, 584)
("'13:23:17.71029'", 124, 778, 618, 1268, 719)
("'13:23:17.71029'", 126, 68, 52, 335, 331)
("'13:23:17.71029'", 134, 24, 508, 158, 624)
("'13:23:17.89093'", 3, 949, 413, 1282, 600)
("'13:23:17.89093'", 8, 300, 492, 996, 709)
("'13:23:17.89093'", 123, 780, 252, 1018, 329)
("'13:23:17.89093'", 124, 852, 641, 1247, 720)
("'13:23:17.89093'", 126, 102, 95, 441, 352)
("'13:23:17.89093'", 134, 37, 504, 223, 639)
("'13:23:17.89093'", 138, 45, 300, 194, 442)
("'13:23:18.06729'", 8, 492, 529, 1121, 713)
("'13:23:18.06729'", 21, 1018, 436, 1284, 616)
("'13:23:18.06729'", 44, 772, 416, 1076, 554)
("'13:23:18.06729'", 93, 3, 146, 684, 376)
("'13:23:18.06729'", 121, 634, 308, 851, 403)
("'13:23:18.06729'", 126, 147, 136, 554, 374)
("'13:23:18.06729'", 134, 57, 521, 313, 672)
("'13:23:18.06729'", 138, 60, 288, 312, 491)
("'13:23:18.24265'", 8, 593, 535, 1254, 717)
("'13:23:18.24265'", 91, 940, 442, 1188, 552)
("'13:23:18.24265'", 93, 130, 158, 846, 381)
("'13:23:18.24265'", 112, 945, 250, 1193, 341)
("'13:23:18.24265'", 118, 137, 522, 507, 652)
("'13:23:18.24265'", 134, 117, 526, 420, 660)
("'13:23:18.24265'", 138, 85, 267, 436, 487)
("'13:23:18.24265'", 143, 911, 288, 1341, 454)
("'13:23:18.42582'", 3, 1095, 462, 1274, 562)
("'13:23:18.42582'", 8, 720, 550, 1315, 719)
("'13:23:18.42582'", 15, 23, 203, 306, 315)
("'13:23:18.42582'", 51, 1069, 257, 1274, 342)
("'13:23:18.42582'", 93, 383, 185, 1055, 394)
("'13:23:18.42582'", 98, 1121, 319, 1263, 456)
("'13:23:18.42582'", 118, 251, 541, 631, 654)
("'13:23:18.42582'", 138, 148, 303, 590, 494)
("'13:23:18.60535'", 8, 820, 563, 1323, 720)
("'13:23:18.60535'", 15, 156, 243, 398, 324)
("'13:23:18.60535'", 93, 553, 196, 1259, 420)
("'13:23:18.60535'", 110, 913, 447, 1186, 536)
("'13:23:18.60535'", 118, 180, 512, 706, 668)
("'13:23:18.60535'", 138, 278, 311, 772, 492)
("'13:23:18.82106'", 8, 989, 599, 1318, 716)
("'13:23:18.82106'", 15, 212, 255, 548, 361)
("'13:23:18.82106'", 18, 767, 192, 1287, 426)
("'13:23:18.82106'", 80, 1004, 452, 1276, 548)
("'13:23:18.82106'", 110, 999, 470, 1262, 550)
("'13:23:18.82106'", 138, 429, 313, 921, 484)
("'13:23:18.82106'", 157, 14, 537, 252, 657)
("'13:23:18.82106'", 158, 438, 558, 856, 662)
("'13:23:18.99988'", 15, 275, 264, 570, 358)
("'13:23:18.99988'", 80, 1043, 464, 1278, 547)
("'13:23:18.99988'", 126, 858, 201, 1291, 445)
("'13:23:18.99988'", 138, 509, 302, 1017, 476)
("'13:23:18.99988'", 155, 49, 340, 437, 494)
("'13:23:18.99988'", 157, 31, 532, 298, 662)
("'13:23:18.99988'", 161, 560, 563, 881, 664)
("'13:23:18.99988'", 162, 1120, 626, 1284, 715)
("'13:23:19.17898'", 15, 292, 273, 574, 362)
("'13:23:19.17898'", 80, 1026, 463, 1279, 557)
("'13:23:19.17898'", 126, 876, 218, 1322, 480)
("'13:23:19.17898'", 138, 543, 282, 1103, 472)
("'13:23:19.17898'", 161, 589, 568, 894, 664)
("'13:23:19.36190'", 15, 281, 272, 570, 359)
("'13:23:19.36190'", 21, 1152, 635, 1281, 724)
("'13:23:19.36190'", 78, 599, 274, 1094, 472)
("'13:23:19.36190'", 126, 969, 230, 1335, 487)
("'13:23:19.36190'", 138, 570, 278, 1132, 470)
("'13:23:19.36190'", 153, 1018, 474, 1259, 554)
("'13:23:19.36190'", 155, 164, 357, 483, 478)
("'13:23:19.36190'", 161, 541, 540, 930, 665)
("'13:23:19.36190'", 167, -11, 521, 469, 681)
("'13:23:19.54223'", 15, 280, 271, 587, 365)
("'13:23:19.54223'", 21, 1154, 640, 1276, 726)
("'13:23:19.54223'", 44, 319, 265, 573, 376)
("'13:23:19.54223'", 78, 627, 273, 1116, 460)
("'13:23:19.54223'", 80, 1049, 471, 1275, 556)
("'13:23:19.54223'", 126, 1076, 249, 1319, 446)
("'13:23:19.54223'", 138, 651, 276, 1146, 445)
("'13:23:19.54223'", 161, 531, 531, 931, 661)
("'13:23:19.54223'", 167, 15, 515, 445, 657)
("'13:23:19.71754'", 44, 360, 254, 622, 364)
("'13:23:19.71754'", 80, 1051, 466, 1269, 549)
("'13:23:19.71754'", 118, 627, 528, 1022, 648)
("'13:23:19.71754'", 138, 735, 256, 1267, 439)
("'13:23:19.71754'", 167, 68, 490, 489, 627)
("'13:23:19.71754'", 171, 44, 552, 200, 694)
("'13:23:19.89369'", 44, 423, 246, 703, 367)
("'13:23:19.89369'", 78, 723, 479, 988, 581)
("'13:23:19.89369'", 134, 844, 266, 1273, 456)
("'13:23:19.89369'", 143, 661, 528, 1019, 663)
("'13:23:19.89369'", 155, 279, 346, 620, 477)
("'13:23:19.89369'", 157, 28, 532, 332, 661)
("'13:23:20.07195'", 44, 537, 240, 780, 347)
("'13:23:20.07195'", 134, 904, 258, 1314, 457)
("'13:23:20.07195'", 148, 783, 506, 1270, 672)
("'13:23:20.07195'", 178, 368, 460, 710, 595)
("'13:23:20.07195'", 180, 39, 488, 473, 660)
("'13:23:20.07195'", 181, 434, 365, 624, 436)
("'13:23:20.24953'", 44, 593, 238, 869, 350)
("'13:23:20.24953'", 91, 840, 457, 1164, 588)
("'13:23:20.24953'", 126, 1061, 277, 1266, 453)
("'13:23:20.24953'", 134, 1000, 276, 1324, 452)
("'13:23:20.24953'", 143, 446, 456, 832, 605)
("'13:23:20.24953'", 148, 810, 464, 1205, 600)
("'13:23:20.24953'", 178, 472, 461, 795, 583)
("'13:23:20.24953'", 181, 502, 353, 718, 433)
("'13:23:20.24953'", 185, 36, 304, 297, 490)
("'13:23:20.24953'", 186, 12, 425, 197, 590)
("'13:23:20.42784'", 44, 629, 240, 924, 364)
("'13:23:20.42784'", 91, 901, 461, 1236, 596)
("'13:23:20.42784'", 148, 874, 457, 1252, 586)
("'13:23:20.42784'", 161, 463, 475, 820, 581)
("'13:23:20.42784'", 185, 78, 300, 361, 470)
("'13:23:20.42784'", 186, 35, 357, 324, 601)
("'13:23:20.42784'", 190, 263, 574, 1029, 718)
("'13:23:20.61287'", 91, 948, 465, 1286, 605)
("'13:23:20.61287'", 155, 582, 359, 787, 437)
("'13:23:20.61287'", 157, 11, 374, 449, 568)
("'13:23:20.61287'", 167, 361, 486, 869, 643)
("'13:23:20.61287'", 185, 38, 291, 459, 513)
("'13:23:20.61287'", 190, 370, 568, 1138, 718)
("'13:23:20.61287'", 193, 692, 247, 967, 387)
("'13:23:20.78895'", 15, 39, 313, 587, 483)
("'13:23:20.78895'", 91, 972, 477, 1273, 603)
("'13:23:20.78895'", 143, -30, 288, 525, 507)
("'13:23:20.78895'", 155, 609, 364, 821, 450)
("'13:23:20.78895'", 180, 454, 474, 955, 669)
("'13:23:20.78895'", 190, 538, 569, 1259, 718)
("'13:23:20.97200'", 15, 40, 307, 646, 502)
("'13:23:20.97200'", 44, 757, 298, 963, 383)
("'13:23:20.97200'", 65, 1010, 468, 1269, 600)
("'13:23:20.97200'", 157, 150, 393, 597, 579)
("'13:23:20.97200'", 167, 530, 521, 988, 665)
("'13:23:20.97200'", 171, 16, 364, 225, 543)
("'13:23:20.97200'", 181, 678, 294, 980, 408)
("'13:23:20.97200'", 190, 576, 556, 1289, 715)
("'13:23:20.97200'", 198, 133, 420, 616, 586)
("'13:23:20.97200'", 202, -25, 517, 469, 672)
("'13:23:21.15411'", 15, 196, 340, 721, 506)
("'13:23:21.15411'", 44, 775, 305, 985, 391)
("'13:23:21.15411'", 161, 216, 433, 708, 578)
("'13:23:21.15411'", 171, 16, 347, 342, 596)
("'13:23:21.15411'", 190, 636, 545, 1347, 717)
("'13:23:21.15411'", 198, 289, 433, 739, 588)
("'13:23:21.15411'", 202, 17, 544, 512, 702)
("'13:23:21.33002'", 44, 815, 311, 1058, 410)
("'13:23:21.33002'", 148, 793, 553, 1275, 716)
("'13:23:21.33002'", 157, 345, 343, 754, 507)
("'13:23:21.33002'", 180, 817, 536, 1283, 715)
("'13:23:21.33002'", 185, -6, 345, 486, 609)
("'13:23:21.33002'", 198, 418, 439, 855, 592)
("'13:23:21.51406'", 15, 421, 352, 866, 494)
("'13:23:21.51406'", 161, 5, 386, 650, 580)
("'13:23:21.51406'", 185, 40, 371, 512, 607)
("'13:23:21.51406'", 193, 868, 514, 1233, 693)
("'13:23:21.51406'", 198, 561, 449, 948, 583)
("'13:23:21.51406'", 207, 249, 551, 670, 690)
("'13:23:21.69474'", 15, 526, 333, 1040, 502)
("'13:23:21.69474'", 18, 738, 435, 1072, 577)
("'13:23:21.69474'", 44, 971, 299, 1185, 380)
("'13:23:21.69474'", 126, 1113, 591, 1262, 721)
("'13:23:21.69474'", 138, 524, 329, 961, 476)
("'13:23:21.69474'", 161, 72, 364, 780, 584)
("'13:23:21.69474'", 207, 369, 533, 763, 664)
("'13:23:21.87037'", 80, 807, 398, 1256, 587)
("'13:23:21.87037'", 138, 313, 351, 928, 557)
("'13:23:21.87037'", 157, 680, 322, 1046, 464)
("'13:23:21.87037'", 161, 233, 363, 898, 571)
("'13:23:21.87037'", 171, 15, 436, 331, 656)
("'13:23:21.87037'", 181, 732, 326, 1085, 460)
("'13:23:21.87037'", 198, 818, 412, 1249, 564)
("'13:23:22.05291'", 80, 849, 304, 1197, 450)
("'13:23:22.05291'", 91, 989, 418, 1284, 547)
("'13:23:22.05291'", 138, 425, 334, 1067, 545)
("'13:23:22.05291'", 181, 774, 310, 1144, 446)
("'13:23:22.05291'", 185, 19, 409, 484, 638)
("'13:23:22.05291'", 202, -10, 417, 554, 601)
("'13:23:22.05291'", 219, 188, 310, 506, 413)
("'13:23:22.05291'", 221, 572, 519, 982, 614)
("'13:23:22.05291'", 224, 522, 583, 1107, 720)
("'13:23:22.26643'", 80, 886, 271, 1239, 420)
