['RX Timestamp', 'Tracked ID', 'BBox Coords (xmin, ymin, xmax, ymax)']
("'13:18:02.74667'", 44, 31, 0, 542, 194)
("'13:18:02.74667'", 47, 690, 260, 1247, 470)
("'13:18:02.74667'", 48, 155, 468, 1167, 720)
("'13:18:02.92050'", 38, 185, 157, 890, 564)
("'13:18:02.92050'", 44, 6, 1, 697, 257)
("'13:18:03.09228'", 38, 178, 233, 1077, 698)
("'13:18:03.09228'", 44, -45, 0, 754, 308)
("'13:18:03.26584'", 4, 791, 107, 1293, 264)
("'13:18:03.26584'", 38, 107, 229, 1186, 724)
("'13:18:03.26584'", 44, -25, 0, 749, 315)
("'13:18:03.26584'", 50, 756, 0, 1263, 100)
("'13:18:03.44696'", 1, 854, 150, 1263, 342)
("'13:18:03.44696'", 2, 852, 5, 1265, 190)
("'13:18:03.44696'", 5, 809, -5, 1297, 174)
("'13:18:03.44696'", 11, 822, 115, 1268, 380)
("'13:18:03.44696'", 38, 109, 251, 1163, 714)
("'13:18:03.44696'", 44, -7, 5, 853, 364)
("'13:18:03.61977'", 2, 914, 10, 1284, 178)
("'13:18:03.61977'", 5, 882, 14, 1326, 185)
("'13:18:03.61977'", 11, 935, 151, 1275, 355)
("'13:18:03.61977'", 38, 175, 336, 1132, 699)
("'13:18:03.61977'", 44, 78, 64, 863, 395)
("'13:18:03.79748'", 2, 982, 60, 1302, 223)
("'13:18:03.79748'", 11, 1019, 229, 1286, 402)
("'13:18:03.79748'", 18, 1056, 194, 1282, 425)
("'13:18:03.79748'", 44, 141, 95, 1110, 500)
("'13:18:03.79748'", 55, -30, 0, 742, 124)
("'13:18:03.96788'", 2, 1046, 108, 1307, 254)
("'13:18:03.96788'", 12, 88, 264, 767, 565)
("'13:18:03.96788'", 18, 1104, 101, 1279, 290)
("'13:18:03.96788'", 41, -3, 381, 535, 722)
("'13:18:03.96788'", 44, 150, 119, 1260, 595)
("'13:18:03.96788'", 55, -41, 3, 891, 158)
("'13:18:04.13805'", 12, 212, 290, 833, 553)
("'13:18:04.13805'", 41, 52, 408, 604, 723)
("'13:18:04.13805'", 44, 401, 159, 1302, 583)
("'13:18:04.13805'", 55, 50, 7, 1023, 182)
("'13:18:04.13805'", 60, -62, 109, 576, 306)
("'13:18:04.13805'", 61, 807, 419, 1307, 713)
("'13:18:04.31509'", 12, 346, 283, 1062, 557)
("'13:18:04.31509'", 41, 72, 417, 690, 723)
("'13:18:04.31509'", 44, 557, 204, 1303, 558)
("'13:18:04.31509'", 47, 553, 91, 1074, 290)
("'13:18:04.31509'", 55, 177, 3, 1157, 195)
("'13:18:04.31509'", 60, 87, 139, 629, 315)
("'13:18:04.31509'", 63, 24, 73, 290, 194)
("'13:18:04.51987'", 12, 435, 250, 1092, 505)
("'13:18:04.51987'", 41, 83, 382, 814, 705)
("'13:18:04.51987'", 44, 652, 196, 1339, 539)
("'13:18:04.51987'", 48, 414, 0, 1252, 205)
("'13:18:04.51987'", 55, 358, 1, 1308, 197)
("'13:18:04.51987'", 60, 208, 113, 725, 284)
("'13:18:04.51987'", 63, 117, 41, 381, 153)
("'13:18:04.68891'", 12, 580, 225, 1247, 482)
("'13:18:04.68891'", 41, 140, 377, 922, 696)
("'13:18:04.68891'", 48, 506, -3, 1231, 171)
("'13:18:04.68891'", 60, 311, 112, 796, 279)
("'13:18:04.68891'", 63, 181, 18, 489, 147)
("'13:18:04.68891'", 66, 62, 108, 291, 312)
("'13:18:04.86315'", 1, 589, 171, 1284, 479)
("'13:18:04.86315'", 12, 604, 189, 1278, 448)
("'13:18:04.86315'", 41, 273, 348, 1038, 634)
("'13:18:04.86315'", 50, 583, 2, 1276, 142)
("'13:18:04.86315'", 60, 409, 89, 916, 265)
("'13:18:04.86315'", 63, 283, 5, 564, 116)
("'13:18:04.86315'", 66, 77, 82, 382, 296)
("'13:18:04.86315'", 69, 18, 192, 277, 397)
("'13:18:04.86315'", 72, 343, 236, 676, 374)
("'13:18:05.03201'", 12, 761, 202, 1306, 420)
("'13:18:05.03201'", 38, 425, 210, 732, 324)
("'13:18:05.03201'", 41, 399, 331, 1228, 627)
("'13:18:05.03201'", 47, 55, 54, 568, 252)
("'13:18:05.03201'", 50, 660, 0, 1303, 137)
("'13:18:05.03201'", 66, 88, 31, 481, 265)
("'13:18:05.03201'", 69, 57, 140, 358, 357)
("'13:18:05.03201'", 72, 456, 222, 727, 330)
("'13:18:05.03201'", 73, -31, 361, 577, 720)
("'13:18:05.19918'", 1, 536, 310, 1275, 635)
("'13:18:05.19918'", 5, 769, 201, 1277, 395)
("'13:18:05.19918'", 12, 830, 194, 1308, 392)
("'13:18:05.19918'", 41, 448, 302, 1312, 616)
("'13:18:05.19918'", 47, 50, 37, 620, 238)
("'13:18:05.19918'", 69, 73, 123, 430, 337)
("'13:18:05.19918'", 72, 496, 186, 817, 313)
("'13:18:05.19918'", 73, 7, 305, 696, 721)
("'13:18:05.19918'", 78, 477, 2, 858, 82)
("'13:18:05.19918'", 79, 12, 10, 294, 138)
("'13:18:05.19918'", 80, 817, 626, 1265, 719)
("'13:18:05.37295'", 1, 568, 307, 1321, 655)
("'13:18:05.37295'", 2, 647, 295, 1269, 640)
("'13:18:05.37295'", 44, 923, 195, 1293, 398)
("'13:18:05.37295'", 47, 149, 33, 687, 208)
("'13:18:05.37295'", 69, 55, 92, 472, 317)
("'13:18:05.37295'", 73, 46, 316, 695, 689)
("'13:18:05.37295'", 79, 15, 8, 301, 135)
("'13:18:05.37295'", 82, 755, 0, 1290, 152)
("'13:18:05.37295'", 84, 468, 186, 869, 319)
("'13:18:05.54023'", 2, 722, 316, 1281, 641)
("'13:18:05.54023'", 11, 978, 196, 1265, 384)
("'13:18:05.54023'", 47, 212, 11, 796, 190)
("'13:18:05.54023'", 60, 702, 120, 1029, 233)
("'13:18:05.54023'", 69, 43, 82, 540, 328)
("'13:18:05.54023'", 72, 498, 184, 854, 327)
("'13:18:05.54023'", 73, 120, 295, 784, 643)
("'13:18:05.54023'", 82, 790, 0, 1326, 158)
("'13:18:05.71178'", 5, 714, 115, 1101, 264)
("'13:18:05.71178'", 11, 1029, 227, 1285, 398)
("'13:18:05.71178'", 12, 859, -5, 1298, 178)
("'13:18:05.71178'", 47, 285, 15, 842, 194)
("'13:18:05.71178'", 73, 101, 289, 819, 643)
("'13:18:05.71178'", 84, 491, 197, 852, 318)
("'13:18:05.88759'", 5, 757, 144, 1063, 254)
("'13:18:05.88759'", 12, 917, -3, 1296, 169)
("'13:18:05.88759'", 18, 1117, 227, 1274, 405)
("'13:18:05.88759'", 33, 761, 138, 1068, 263)
("'13:18:05.88759'", 47, 330, 3, 868, 181)
("'13:18:05.88759'", 66, -5, 216, 306, 405)
("'13:18:05.88759'", 73, 225, 262, 1002, 618)
("'13:18:05.88759'", 92, 43, 573, 619, 705)
("'13:18:06.06031'", 33, 781, 121, 1108, 256)
("'13:18:06.06031'", 41, 166, 242, 1127, 591)
("'13:18:06.06031'", 47, 391, 0, 885, 163)
("'13:18:06.06031'", 60, 860, 69, 1134, 164)
("'13:18:06.06031'", 73, 271, 256, 1024, 571)
("'13:18:06.06031'", 92, -24, 528, 779, 718)
("'13:18:06.06031'", 94, 35, 86, 680, 337)
("'13:18:06.24083'", 33, 816, 111, 1144, 248)
("'13:18:06.24083'", 41, 228, 247, 1157, 562)
("'13:18:06.24083'", 82, 1017, 3, 1288, 86)
("'13:18:06.24083'", 87, 463, 0, 951, 139)
("'13:18:06.24083'", 94, -172, 99, 623, 462)
("'13:18:06.24083'", 98, 159, 577, 723, 700)
("'13:18:06.41465'", 1, 977, 37, 1204, 145)
("'13:18:06.41465'", 2, 24, 114, 661, 485)
("'13:18:06.41465'", 5, 852, 107, 1228, 244)
("'13:18:06.41465'", 41, 273, 223, 1241, 556)
("'13:18:06.41465'", 73, 423, 231, 1207, 557)
("'13:18:06.41465'", 87, 518, 0, 1017, 127)
("'13:18:06.41465'", 102, 28, 558, 521, 714)
("'13:18:06.41465'", 106, 273, 104, 825, 321)
("'13:18:06.41465'", 109, 965, 46, 1183, 135)
("'13:18:06.58123'", 44, 1005, 107, 1269, 248)
("'13:18:06.58123'", 50, 710, 0, 1176, 101)
("'13:18:06.58123'", 69, 463, 150, 947, 351)
("'13:18:06.58123'", 73, 512, 231, 1366, 616)
("'13:18:06.58123'", 86, 690, -6, 1107, 103)
("'13:18:06.58123'", 92, 81, 586, 624, 706)
("'13:18:06.58123'", 94, 18, 149, 716, 481)
("'13:18:06.75391'", 41, 577, 189, 1148, 386)
("'13:18:06.75391'", 50, 896, 4, 1281, 88)
("'13:18:06.75391'", 66, 36, 65, 281, 203)
("'13:18:06.75391'", 73, 693, 360, 1344, 670)
("'13:18:06.75391'", 79, 3, 70, 279, 192)
("'13:18:06.75391'", 94, 146, 194, 919, 525)
("'13:18:06.75391'", 119, 49, 0, 1068, 136)
("'13:18:06.92148'", 2, -7, 258, 267, 417)
("'13:18:06.92148'", 38, 83, 99, 417, 217)
("'13:18:06.92148'", 60, 1013, -3, 1286, 89)
("'13:18:06.92148'", 69, 702, 191, 1327, 440)
("'13:18:06.92148'", 94, 328, 227, 1130, 557)
("'13:18:06.92148'", 119, 192, 0, 1150, 141)
("'13:18:07.09003'", 2, 3, 253, 341, 448)
("'13:18:07.09003'", 38, 141, 120, 481, 236)
("'13:18:07.09003'", 44, 1125, -2, 1279, 80)
("'13:18:07.09003'", 87, 517, 66, 1126, 217)
("'13:18:07.09003'", 94, 413, 232, 1244, 565)
("'13:18:07.09003'", 119, 374, 0, 1227, 139)
("'13:18:07.09003'", 122, 548, 53, 1145, 224)
("'13:18:07.25862'", 2, 16, 274, 368, 474)
("'13:18:07.25862'", 38, 153, 134, 527, 263)
("'13:18:07.25862'", 41, 679, 56, 1148, 218)
("'13:18:07.25862'", 79, -7, 287, 390, 466)
("'13:18:07.25862'", 94, 444, 237, 1283, 582)
("'13:18:07.25862'", 102, 445, 561, 812, 677)
("'13:18:07.25862'", 119, 430, 0, 1298, 155)
("'13:18:07.25862'", 128, 62, 472, 347, 710)
("'13:18:07.25862'", 131, 12, 86, 114, 264)
("'13:18:07.25862'", 132, 505, 579, 777, 673)
("'13:18:07.25862'", 133, 450, 395, 861, 571)
("'13:18:07.43129'", 33, 1007, 251, 1278, 361)
("'13:18:07.43129'", 38, 162, 147, 526, 283)
("'13:18:07.43129'", 47, 613, 0, 1273, 207)
("'13:18:07.43129'", 79, 18, 315, 440, 495)
("'13:18:07.43129'", 94, 508, 290, 1347, 660)
("'13:18:07.43129'", 119, 431, 0, 1459, 210)
("'13:18:07.43129'", 128, 97, 449, 384, 647)
("'13:18:07.60065'", 33, 997, 258, 1296, 385)
("'13:18:07.60065'", 38, 191, 167, 535, 296)
("'13:18:07.60065'", 47, 595, 0, 1324, 249)
("'13:18:07.60065'", 79, 16, 322, 451, 509)
("'13:18:07.60065'", 94, 557, 324, 1339, 699)
("'13:18:07.60065'", 98, 358, 589, 945, 719)
("'13:18:07.60065'", 106, 537, 315, 926, 471)
("'13:18:07.60065'", 122, 653, 126, 1203, 282)
("'13:18:07.60065'", 131, 11, 69, 142, 274)
("'13:18:07.80458'", 38, 198, 185, 507, 298)
("'13:18:07.80458'", 47, 610, 0, 1336, 279)
("'13:18:07.80458'", 72, 1004, 288, 1292, 412)
("'13:18:07.80458'", 79, 7, 328, 474, 530)
("'13:18:07.80458'", 94, 748, 367, 1348, 694)
("'13:18:07.80458'", 106, 568, 329, 917, 485)
("'13:18:07.80458'", 131, 16, 11, 188, 273)
("'13:18:07.80458'", 143, 0, 500, 502, 677)
("'13:18:07.98773'", 11, 1021, 289, 1265, 441)
("'13:18:07.98773'", 38, 203, 196, 522, 299)
("'13:18:07.98773'", 47, 685, 0, 1333, 273)
("'13:18:07.98773'", 79, 46, 334, 483, 519)
("'13:18:07.98773'", 84, 595, 343, 951, 456)
("'13:18:07.98773'", 94, 821, 399, 1295, 672)
("'13:18:07.98773'", 131, 25, 4, 237, 282)
("'13:18:07.98773'", 132, 590, 501, 1036, 651)
("'13:18:07.98773'", 155, 640, 171, 857, 290)
("'13:18:08.15586'", 11, 1062, 280, 1280, 418)
("'13:18:08.15586'", 47, 853, 6, 1348, 245)
("'13:18:08.15586'", 79, 128, 341, 562, 511)
("'13:18:08.15586'", 84, 625, 343, 993, 466)
("'13:18:08.15586'", 87, 705, 176, 1156, 290)
("'13:18:08.15586'", 106, 665, 324, 1006, 476)
("'13:18:08.15586'", 128, -8, 14, 369, 278)
("'13:18:08.15586'", 131, 47, 4, 295, 281)
("'13:18:08.15586'", 159, 686, 510, 1020, 667)
("'13:18:08.32144'", 11, 1131, 261, 1293, 369)
("'13:18:08.32144'", 66, 12, 20, 474, 274)
("'13:18:08.32144'", 79, 294, 328, 692, 479)
("'13:18:08.32144'", 106, 745, 304, 1074, 430)
("'13:18:08.32144'", 132, 743, 493, 1170, 648)
("'13:18:08.32144'", 170, 19, 325, 232, 491)
("'13:18:08.49025'", 2, 12, 317, 314, 484)
("'13:18:08.49025'", 5, 837, 157, 1114, 263)
("'13:18:08.49025'", 47, 1021, 139, 1276, 267)
("'13:18:08.49025'", 66, 64, 24, 593, 266)
("'13:18:08.49025'", 79, 386, 319, 818, 482)
("'13:18:08.49025'", 106, 836, 308, 1153, 431)
("'13:18:08.49025'", 132, 889, 499, 1280, 639)
("'13:18:08.49025'", 172, 832, 400, 1286, 545)
("'13:18:08.49025'", 178, 181, 467, 652, 575)
("'13:18:08.49025'", 180, 0, 195, 174, 324)
("'13:18:08.66088'", 5, 877, 134, 1148, 240)
("'13:18:08.66088'", 33, 949, 362, 1277, 500)
("'13:18:08.66088'", 66, 154, 19, 729, 251)
("'13:18:08.66088'", 79, 474, 284, 930, 453)
("'13:18:08.66088'", 106, 947, 275, 1263, 403)
("'13:18:08.66088'", 143, 0, 280, 444, 445)
("'13:18:08.66088'", 170, -9, 519, 187, 675)
("'13:18:08.66088'", 180, 37, 118, 274, 280)
("'13:18:08.66088'", 187, 274, 462, 1225, 720)
("'13:18:08.82789'", 66, 259, 19, 841, 244)
("'13:18:08.82789'", 79, 580, 270, 1045, 446)
("'13:18:08.82789'", 84, 455, 447, 1271, 717)
("'13:18:08.82789'", 131, 20, 4, 136, 117)
("'13:18:08.82789'", 143, 62, 279, 468, 431)
("'13:18:08.82789'", 155, 975, 114, 1211, 231)
("'13:18:08.82789'", 159, 1012, 250, 1278, 378)
("'13:18:08.82789'", 170, 25, 490, 257, 665)
("'13:18:08.82789'", 180, 45, 121, 317, 284)
("'13:18:08.82789'", 187, 370, 440, 1383, 719)
("'13:18:08.99381'", 2, 24, 482, 334, 639)
("'13:18:08.99381'", 38, 170, 281, 566, 405)
("'13:18:08.99381'", 66, 354, 22, 932, 238)
("'13:18:08.99381'", 79, 689, 264, 1112, 429)
("'13:18:08.99381'", 84, 525, 455, 1314, 725)
("'13:18:08.99381'", 133, 9, -4, 262, 97)
("'13:18:08.99381'", 143, 154, 267, 563, 420)
("'13:18:08.99381'", 155, 1019, 93, 1286, 233)
("'13:18:08.99381'", 159, 1031, 239, 1298, 376)
("'13:18:08.99381'", 180, 56, 99, 379, 266)
("'13:18:09.16271'", 38, 190, 264, 642, 416)
("'13:18:09.16271'", 66, 451, 21, 1026, 233)
("'13:18:09.16271'", 72, 743, 259, 1161, 442)
("'13:18:09.16271'", 84, 687, 454, 1353, 709)
("'13:18:09.16271'", 133, 26, -3, 302, 84)
("'13:18:09.16271'", 155, 1062, 104, 1283, 220)
("'13:18:09.16271'", 180, 54, 96, 421, 260)
("'13:18:09.16271'", 195, 20, 250, 317, 576)
("'13:18:09.16271'", 196, 595, 226, 908, 347)
("'13:18:09.33283'", 33, 816, 262, 1245, 450)
("'13:18:09.33283'", 66, 496, 35, 1044, 231)
("'13:18:09.33283'", 84, 817, 460, 1355, 702)
("'13:18:09.33283'", 133, 40, -1, 346, 78)
("'13:18:09.33283'", 143, 242, 248, 626, 394)
("'13:18:09.33283'", 170, 0, 236, 480, 590)
("'13:18:09.33283'", 178, -9, 642, 326, 722)
("'13:18:09.33283'", 180, 6, 58, 483, 259)
("'13:18:09.33283'", 196, 632, 212, 928, 320)
("'13:18:09.33283'", 197, 512, 347, 815, 484)
("'13:18:09.50423'", 33, 837, 256, 1253, 454)
("'13:18:09.50423'", 66, 564, 43, 1075, 226)
("'13:18:09.50423'", 84, 891, 449, 1341, 683)
("'13:18:09.50423'", 143, 260, 240, 619, 380)
("'13:18:09.50423'", 170, 5, 208, 530, 589)
("'13:18:09.50423'", 180, -2, 51, 493, 259)
("'13:18:09.50423'", 196, 627, 197, 957, 318)
("'13:18:09.50423'", 197, 482, 323, 852, 495)
("'13:18:09.50423'", 201, 541, 468, 789, 553)
("'13:18:09.50423'", 203, 59, 0, 411, 67)
("'13:18:09.67066'", 33, 839, 254, 1244, 446)
("'13:18:09.67066'", 66, 585, 34, 1111, 221)
("'13:18:09.67066'", 84, 923, 433, 1277, 618)
("'13:18:09.67066'", 170, 18, 154, 608, 583)
("'13:18:09.67066'", 180, 5, 43, 503, 250)
("'13:18:09.67066'", 196, 652, 193, 973, 312)
("'13:18:09.67066'", 197, 523, 328, 823, 473)
("'13:18:09.84210'", 5, 877, 276, 1276, 428)
("'13:18:09.84210'", 11, 1118, 224, 1267, 319)
("'13:18:09.84210'", 33, 911, 275, 1276, 438)
("'13:18:09.84210'", 66, 603, 25, 1194, 229)
("'13:18:09.84210'", 84, 918, 449, 1329, 678)
("'13:18:09.84210'", 139, 711, 185, 999, 305)
("'13:18:09.84210'", 170, 103, 168, 707, 572)
("'13:18:09.84210'", 180, 13, 50, 526, 259)
("'13:18:09.84210'", 208, 48, 0, 463, 62)
("'13:18:10.01837'", 11, 1136, 215, 1286, 314)
("'13:18:10.01837'", 33, 988, 280, 1288, 428)
("'13:18:10.01837'", 66, 736, 33, 1252, 217)
("'13:18:10.01837'", 84, 1040, 479, 1348, 673)
("'13:18:10.01837'", 157, 30, 72, 611, 227)
("'13:18:10.01837'", 170, 152, 193, 772, 542)
("'13:18:10.01837'", 180, 118, 72, 544, 236)
("'13:18:10.01837'", 196, 761, 185, 1051, 288)
("'13:18:10.01837'", 208, 29, 0, 508, 70)
("'13:18:10.01837'", 209, 554, 101, 1063, 277)
("'13:18:10.18714'", 33, 1057, 277, 1311, 419)
("'13:18:10.18714'", 38, 72, 181, 1036, 521)
("'13:18:10.18714'", 47, 854, 19, 1262, 214)
("'13:18:10.18714'", 157, 143, 78, 732, 223)
("'13:18:10.18714'", 170, 205, 174, 916, 533)
("'13:18:10.18714'", 195, 1159, 504, 1287, 634)
("'13:18:10.18714'", 209, 647, 57, 1232, 263)
("'13:18:10.18714'", 213, 0, 0, 706, 83)
("'13:18:10.36002'", 38, 272, 187, 1174, 506)
("'13:18:10.36002'", 66, 797, 0, 1294, 182)
("'13:18:10.36002'", 187, 290, 90, 782, 225)
("'13:18:10.36002'", 215, 274, 433, 932, 584)
("'13:18:10.36002'", 216, 227, 0, 984, 97)
("'13:18:10.53141'", 2, 1, 322, 306, 477)
("'13:18:10.53141'", 87, 418, 422, 1059, 608)
("'13:18:10.53141'", 170, 523, 140, 1211, 480)
("'13:18:10.53141'", 187, 429, 102, 947, 259)
("'13:18:10.53141'", 216, 321, 0, 1113, 105)
("'13:18:10.70569'", 2, 21, 312, 408, 511)
("'13:18:10.70569'", 11, 1015, 110, 1267, 272)
("'13:18:10.70569'", 87, 588, 452, 1184, 629)
("'13:18:10.70569'", 170, 672, 193, 1325, 532)
("'13:18:10.70569'", 180, 276, 288, 695, 452)
("'13:18:10.70569'", 216, 454, 3, 1273, 123)
("'13:18:10.70569'", 224, 584, 118, 1002, 271)
("'13:18:10.87355'", 2, 40, 318, 475, 533)
("'13:18:10.87355'", 38, 672, 450, 1227, 644)
("'13:18:10.87355'", 72, 385, 183, 631, 288)
("'13:18:10.87355'", 143, 641, 106, 1061, 282)
("'13:18:10.87355'", 157, 705, -1, 1263, 134)
("'13:18:10.87355'", 170, 820, 241, 1296, 503)
("'13:18:10.87355'", 180, 395, 304, 794, 451)
("'13:18:10.87355'", 226, 34, 529, 221, 673)
("'13:18:11.07873'", 2, 25, 308, 495, 531)
("'13:18:11.07873'", 38, 685, 441, 1228, 631)
("'13:18:11.07873'", 82, 249, 515, 605, 622)
("'13:18:11.07873'", 122, 774, -1, 1265, 131)
("'13:18:11.07873'", 143, 687, 111, 1122, 286)
("'13:18:11.07873'", 170, 908, 231, 1322, 479)
("'13:18:11.07873'", 180, 389, 279, 866, 453)
("'13:18:11.07873'", 224, 662, 129, 1085, 284)
("'13:18:11.07873'", 226, 34, 508, 284, 687)
("'13:18:11.24915'", 2, 25, 320, 516, 539)
("'13:18:11.24915'", 38, 725, 447, 1252, 627)
("'13:18:11.24915'", 180, 386, 289, 875, 457)
("'13:18:11.24915'", 187, 809, 0, 1278, 142)
("'13:18:11.24915'", 220, 952, 249, 1264, 487)
("'13:18:11.24915'", 224, 660, 138, 1077, 291)
("'13:18:11.24915'", 226, 53, 516, 297, 660)
("'13:18:11.24915'", 233, 185, 0, 1055, 98)
("'13:18:11.24915'", 234, 258, 212, 682, 310)
("'13:18:11.41772'", 2, 16, 310, 555, 538)
("'13:18:11.41772'", 5, 930, 330, 1287, 473)
("'13:18:11.41772'", 38, 766, 455, 1271, 626)
("'13:18:11.41772'", 143, 697, 143, 1127, 316)
("'13:18:11.41772'", 170, 965, 318, 1251, 487)
("'13:18:11.41772'", 180, 499, 310, 886, 439)
("'13:18:11.41772'", 187, 785, 0, 1294, 156)
("'13:18:11.41772'", 196, 803, 0, 1284, 174)
("'13:18:11.41772'", 224, 686, 158, 1127, 314)
("'13:18:11.41772'", 233, 122, 0, 1201, 133)
("'13:18:11.41772'", 234, 252, 218, 678, 316)
("'13:18:11.58659'", 2, 69, 324, 602, 523)
("'13:18:11.58659'", 38, 791, 445, 1310, 632)
("'13:18:11.58659'", 47, 951, 6, 1270, 160)
("'13:18:11.58659'", 66, 913, 330, 1274, 467)
("'13:18:11.58659'", 180, 534, 310, 926, 436)
("'13:18:11.58659'", 197, 563, 290, 913, 448)
("'13:18:11.58659'", 203, 352, 0, 1101, 140)
("'13:18:11.58659'", 224, 743, 159, 1184, 318)
("'13:18:11.58659'", 237, -25, 495, 486, 693)
("'13:18:11.58659'", 240, 334, 224, 681, 317)
("'13:18:11.76387'", 2, 127, 310, 725, 510)
("'13:18:11.76387'", 5, 994, 346, 1266, 464)
("'13:18:11.76387'", 11, 1044, 16, 1262, 157)
("'13:18:11.76387'", 38, 832, 449, 1298, 628)
("'13:18:11.76387'", 72, 216, 224, 423, 302)
("'13:18:11.76387'", 155, 843, 151, 1246, 344)
("'13:18:11.76387'", 180, 592, 296, 1073, 457)
("'13:18:11.76387'", 203, 410, 0, 1179, 151)
("'13:18:11.76387'", 226, 46, 470, 490, 721)
("'13:18:11.76387'", 232, 22, 154, 222, 304)
("'13:18:11.76387'", 237, 0, 484, 554, 700)
("'13:18:11.76387'", 240, 383, 227, 774, 341)
("'13:18:11.76387'", 241, -17, 156, 270, 305)
("'13:18:11.93587'", 2, 186, 287, 869, 506)
("'13:18:11.93587'", 82, 2, 490, 682, 700)
("'13:18:11.93587'", 139, 754, 212, 950, 294)
("'13:18:11.93587'", 143, 891, 149, 1300, 323)
("'13:18:11.93587'", 170, 1052, 332, 1277, 457)
("'13:18:11.93587'", 197, 764, 285, 1130, 441)
("'13:18:11.93587'", 203, 512, 0, 1203, 145)
("'13:18:11.93587'", 240, 473, 242, 792, 341)
("'13:18:12.11303'", 2, 280, 293, 1004, 517)
("'13:18:12.11303'", 122, 642, 0, 1248, 159)
("'13:18:12.11303'", 143, 983, 179, 1293, 317)
("'13:18:12.11303'", 155, 988, 185, 1275, 324)
("'13:18:12.11303'", 180, 829, 300, 1275, 449)
("'13:18:12.11303'", 187, 740, 0, 1285, 167)
("'13:18:12.11303'", 197, 871, 284, 1253, 450)
("'13:18:12.11303'", 240, 535, 243, 876, 355)
("'13:18:12.11303'", 245, 67, 0, 410, 365)
("'13:18:12.11303'", 248, 203, 477, 794, 649)
("'13:18:12.11303'", 249, 845, 218, 997, 298)
("'13:18:12.28452'", 2, 386, 302, 1106, 536)
("'13:18:12.28452'", 11, 1087, 200, 1280, 326)
("'13:18:12.28452'", 197, 965, 303, 1300, 449)
("'13:18:12.28452'", 220, 1010, 287, 1249, 463)
("'13:18:12.28452'", 224, 793, -1, 1288, 179)
("'13:18:12.28452'", 240, 624, 251, 892, 342)
("'13:18:12.28452'", 245, 111, 2, 555, 392)
("'13:18:12.28452'", 248, 322, 479, 879, 645)
("'13:18:12.28452'", 253, 673, 104, 988, 285)
("'13:18:12.45977'", 2, 527, 296, 1181, 513)
("'13:18:12.45977'", 220, 1057, 278, 1263, 417)
("'13:18:12.45977'", 224, 828, -2, 1295, 174)
("'13:18:12.45977'", 245, 121, 4, 631, 361)
("'13:18:12.45977'", 248, 447, 473, 910, 611)
("'13:18:12.45977'", 253, 780, 114, 1070, 283)
("'13:18:12.63187'", 2, 610, 283, 1218, 485)
("'13:18:12.63187'", 47, 918, 0, 1281, 184)
("'13:18:12.63187'", 237, 501, 444, 935, 604)
("'13:18:12.63187'", 245, 119, 10, 756, 358)
("'13:18:12.63187'", 257, -12, 350, 285, 580)
("'13:18:12.79415'", 2, 649, 284, 1205, 468)
("'13:18:12.79415'", 47, 934, 0, 1281, 179)
("'13:18:12.79415'", 237, 529, 449, 926, 588)
("'13:18:12.79415'", 245, 113, 12, 807, 348)
