['RX Timestamp', 'Tracked ID', 'BBox Coords (xmin, ymin, xmax, ymax)']
("'13:09:47.03935'", 82, 445, 89, 1036, 304)
("'13:09:47.20910'", 3, 982, 257, 1277, 496)
("'13:09:47.20910'", 82, 528, 114, 1112, 312)
("'13:09:47.20910'", 123, 62, 251, 175, 388)
("'13:09:47.20910'", 125, -19, 537, 387, 704)
("'13:09:47.38573'", 3, 1069, 303, 1299, 508)
("'13:09:47.38573'", 51, 762, 455, 1094, 571)
("'13:09:47.38573'", 79, 572, 501, 880, 635)
("'13:09:47.38573'", 82, 530, 127, 1193, 344)
("'13:09:47.38573'", 106, 215, 463, 655, 652)
("'13:09:47.38573'", 123, 20, 247, 201, 439)
("'13:09:47.38573'", 125, 12, 574, 354, 714)
("'13:09:47.38573'", 134, 10, 200, 170, 279)
("'13:09:47.55333'", 3, 1135, 346, 1305, 516)
("'13:09:47.55333'", 20, 779, 479, 1132, 618)
("'13:09:47.55333'", 51, 770, 472, 1159, 607)
("'13:09:47.55333'", 79, 616, 546, 906, 673)
("'13:09:47.55333'", 82, 565, 140, 1274, 367)
("'13:09:47.55333'", 106, 258, 497, 685, 675)
("'13:09:47.55333'", 120, 235, 505, 709, 667)
("'13:09:47.55333'", 123, 14, 274, 213, 470)
("'13:09:47.55333'", 125, 53, 588, 386, 718)
("'13:09:47.73251'", 51, 830, 496, 1275, 658)
("'13:09:47.73251'", 79, 681, 593, 967, 715)
("'13:09:47.73251'", 82, 633, 166, 1293, 378)
("'13:09:47.73251'", 106, 341, 501, 795, 689)
("'13:09:47.73251'", 123, 14, 251, 285, 507)
("'13:09:47.90062'", 71, 829, 171, 1259, 403)
("'13:09:47.90062'", 82, 712, 175, 1367, 402)
("'13:09:47.90062'", 98, 27, 289, 387, 506)
("'13:09:47.90062'", 120, 469, 534, 940, 701)
("'13:09:47.90062'", 142, 575, 185, 707, 280)
("'13:09:47.90062'", 143, 22, 523, 255, 715)
("'13:09:48.06931'", 71, 870, 165, 1326, 426)
("'13:09:48.06931'", 98, 25, 287, 489, 562)
("'13:09:48.06931'", 120, 594, 535, 1120, 711)
("'13:09:48.06931'", 125, 10, 546, 495, 714)
("'13:09:48.06931'", 142, 579, 173, 753, 299)
("'13:09:48.23686'", 71, 1018, 202, 1301, 387)
("'13:09:48.23686'", 98, 22, 280, 526, 554)
("'13:09:48.23686'", 120, 708, 527, 1276, 710)
("'13:09:48.40561'", 20, 735, 495, 1273, 695)
("'13:09:48.40561'", 58, 600, 464, 1034, 601)
("'13:09:48.40561'", 71, 1061, 268, 1259, 402)
("'13:09:48.40561'", 98, 59, 279, 603, 547)
("'13:09:48.40561'", 144, 590, 292, 888, 405)
("'13:09:48.40561'", 157, 13, 466, 536, 720)
("'13:09:48.57385'", 20, 722, 432, 1314, 663)
("'13:09:48.57385'", 98, 41, 248, 652, 525)
("'13:09:48.57385'", 114, 231, 196, 395, 276)
("'13:09:48.57385'", 125, 8, 476, 664, 711)
("'13:09:48.57385'", 161, 1151, 12, 1282, 167)
("'13:09:48.74573'", 20, 760, 410, 1312, 640)
("'13:09:48.74573'", 98, 35, 225, 695, 502)
("'13:09:48.74573'", 125, -15, 449, 717, 719)
("'13:09:48.74573'", 162, 457, 586, 1052, 720)
("'13:09:48.92238'", 1, 191, 132, 357, 215)
("'13:09:48.92238'", 20, 894, 432, 1282, 594)
("'13:09:48.92238'", 58, 644, 337, 1259, 546)
("'13:09:48.92238'", 98, 48, 204, 762, 488)
("'13:09:48.92238'", 112, 191, 116, 356, 214)
("'13:09:48.92238'", 125, 0, 442, 750, 720)
("'13:09:49.09072'", 36, 1011, 189, 1276, 303)
("'13:09:49.09072'", 58, 753, 333, 1291, 524)
("'13:09:49.09072'", 98, 57, 167, 856, 469)
("'13:09:49.09072'", 125, 41, 428, 830, 719)
("'13:09:49.09072'", 167, 581, 580, 1232, 709)
("'13:09:49.25829'", 82, 808, 347, 1293, 521)
("'13:09:49.25829'", 98, 203, 175, 1000, 456)
("'13:09:49.25829'", 125, 68, 444, 858, 720)
("'13:09:49.25829'", 143, -14, 271, 151, 417)
("'13:09:49.42989'", 98, 305, 167, 1213, 473)
("'13:09:49.42989'", 123, 31, 281, 229, 436)
("'13:09:49.42989'", 125, 268, 474, 1053, 719)
("'13:09:49.61375'", 98, 392, 187, 1335, 514)
("'13:09:49.61375'", 123, 53, 306, 283, 454)
("'13:09:49.61375'", 125, 449, 493, 1228, 719)
("'13:09:49.61375'", 157, 376, 210, 744, 386)
("'13:09:49.61375'", 162, 381, 514, 1275, 716)
("'13:09:49.61375'", 179, 1, 456, 255, 614)
("'13:09:49.79684'", 98, 514, 231, 1391, 584)
("'13:09:49.79684'", 123, -53, 284, 418, 569)
("'13:09:49.79684'", 157, 417, 222, 845, 422)
("'13:09:49.79684'", 162, 477, 553, 1221, 720)
("'13:09:49.79684'", 179, 24, 473, 325, 658)
("'13:09:49.79684'", 183, 420, 501, 833, 667)
("'13:09:50.00186'", 98, 587, 222, 1430, 632)
("'13:09:50.00186'", 143, 6, 305, 374, 617)
("'13:09:50.00186'", 144, 436, 233, 867, 405)
("'13:09:50.00186'", 179, 16, 478, 412, 711)
("'13:09:50.00186'", 183, 456, 524, 930, 714)
("'13:09:50.17339'", 98, 739, 323, 1323, 634)
("'13:09:50.17339'", 114, 449, 236, 588, 302)
("'13:09:50.17339'", 143, 37, 323, 431, 633)
("'13:09:50.17339'", 144, 497, 247, 886, 402)
("'13:09:50.17339'", 163, 468, 253, 880, 394)
("'13:09:50.17339'", 166, 448, 230, 588, 311)
("'13:09:50.17339'", 179, 17, 484, 432, 719)
("'13:09:50.17339'", 183, 494, 542, 954, 713)
("'13:09:50.34026'", 123, 15, 325, 498, 625)
("'13:09:50.34026'", 144, 518, 239, 937, 408)
("'13:09:50.34026'", 157, 577, 391, 902, 551)
("'13:09:50.34026'", 166, 454, 235, 577, 301)
("'13:09:50.34026'", 179, 62, 537, 425, 715)
("'13:09:50.34026'", 183, 502, 522, 1040, 723)
("'13:09:50.51029'", 71, 905, 356, 1285, 624)
("'13:09:50.51029'", 123, 60, 325, 557, 606)
("'13:09:50.51029'", 144, 538, 229, 960, 402)
("'13:09:50.51029'", 157, 605, 393, 905, 539)
("'13:09:50.51029'", 166, 437, 221, 596, 303)
("'13:09:50.51029'", 179, 59, 526, 489, 711)
("'13:09:50.51029'", 183, 568, 542, 1051, 713)
("'13:09:50.68171'", 123, 85, 302, 628, 567)
("'13:09:50.68171'", 144, 538, 207, 1005, 397)
("'13:09:50.68171'", 163, 535, 211, 1012, 374)
("'13:09:50.68171'", 166, 436, 200, 614, 288)
("'13:09:50.68171'", 183, 643, 510, 1160, 683)
("'13:09:50.68171'", 188, 84, 508, 604, 684)
("'13:09:50.68171'", 189, -1, 260, 136, 421)
("'13:09:50.85090'", 58, 680, 196, 1104, 337)
("'13:09:50.85090'", 79, 1033, 307, 1285, 426)
("'13:09:50.85090'", 98, 825, 354, 1098, 496)
("'13:09:50.85090'", 114, 475, 166, 678, 269)
("'13:09:50.85090'", 123, 105, 256, 763, 547)
("'13:09:50.85090'", 143, 25, 241, 204, 371)
("'13:09:50.85090'", 181, 727, 472, 1257, 663)
("'13:09:50.85090'", 188, 175, 481, 733, 659)
("'13:09:51.02311'", 58, 788, 164, 1259, 318)
("'13:09:51.02311'", 114, 536, 107, 764, 240)
("'13:09:51.02311'", 123, 257, 246, 946, 514)
("'13:09:51.02311'", 143, 57, 190, 318, 340)
("'13:09:51.02311'", 181, 853, 465, 1289, 625)
("'13:09:51.19673'", 58, 834, 129, 1308, 288)
("'13:09:51.19673'", 114, 612, 15, 885, 194)
("'13:09:51.19673'", 123, 438, 236, 1169, 498)
("'13:09:51.19673'", 143, 140, 145, 416, 290)
("'13:09:51.19673'", 144, 831, 122, 1271, 300)
("'13:09:51.19673'", 179, 158, 551, 537, 711)
("'13:09:51.19673'", 188, 390, 427, 1122, 658)
("'13:09:51.19673'", 189, 29, 269, 198, 452)
("'13:09:51.36505'", 58, 840, 107, 1294, 262)
("'13:09:51.36505'", 123, 453, 235, 1254, 506)
("'13:09:51.36505'", 143, 123, 113, 422, 257)
("'13:09:51.36505'", 163, 489, 173, 951, 330)
("'13:09:51.36505'", 179, 143, 514, 546, 692)
("'13:09:51.36505'", 188, 527, 430, 1192, 640)
("'13:09:51.36505'", 189, 37, 212, 273, 419)
("'13:09:51.36505'", 196, 34, 425, 152, 599)
("'13:09:51.36505'", 197, 439, 191, 980, 334)
("'13:09:51.53292'", 123, 475, 237, 1304, 525)
("'13:09:51.53292'", 143, 90, 72, 442, 223)
("'13:09:51.53292'", 144, 938, 98, 1299, 249)
("'13:09:51.53292'", 163, 492, 169, 983, 335)
("'13:09:51.53292'", 179, 136, 504, 545, 681)
("'13:09:51.53292'", 189, 20, 161, 297, 383)
("'13:09:51.70486'", 58, 814, 80, 1279, 238)
("'13:09:51.70486'", 143, 108, 45, 484, 198)
("'13:09:51.70486'", 144, 922, 100, 1268, 240)
("'13:09:51.70486'", 157, 591, 251, 1267, 558)
("'13:09:51.70486'", 163, 533, 158, 1011, 321)
("'13:09:51.70486'", 179, 114, 502, 538, 689)
("'13:09:51.70486'", 189, 24, 134, 321, 356)
("'13:09:51.70486'", 196, 12, 291, 194, 545)
("'13:09:51.70486'", 202, 529, 440, 1309, 719)
("'13:09:51.87312'", 20, 634, 292, 1284, 556)
("'13:09:51.87312'", 58, 821, 80, 1268, 230)
("'13:09:51.87312'", 143, 116, 17, 548, 190)
("'13:09:51.87312'", 157, 657, 255, 1303, 555)
("'13:09:51.87312'", 163, 576, 150, 1077, 318)
("'13:09:51.87312'", 179, 158, 509, 543, 676)
("'13:09:51.87312'", 189, 36, 128, 362, 352)
("'13:09:51.87312'", 196, 19, 293, 227, 542)
("'13:09:51.87312'", 202, 607, 476, 1265, 710)
("'13:09:52.04272'", 58, 841, 88, 1242, 223)
("'13:09:52.04272'", 82, 334, 330, 835, 494)
("'13:09:52.04272'", 143, 124, 25, 583, 203)
("'13:09:52.04272'", 157, 708, 263, 1347, 589)
("'13:09:52.04272'", 163, 629, 145, 1161, 323)
("'13:09:52.04272'", 179, 190, 541, 553, 691)
("'13:09:52.04272'", 189, 33, 104, 464, 373)
("'13:09:52.04272'", 196, 32, 320, 294, 588)
("'13:09:52.04272'", 202, 687, 502, 1289, 719)
("'13:09:52.21093'", 20, 447, 363, 926, 538)
("'13:09:52.21093'", 79, 778, 148, 1265, 367)
("'13:09:52.21093'", 143, 216, 51, 643, 213)
("'13:09:52.21093'", 144, 946, 106, 1269, 237)
("'13:09:52.21093'", 157, 851, 347, 1330, 616)
("'13:09:52.21093'", 189, 104, 137, 537, 367)
("'13:09:52.21093'", 196, 78, 385, 385, 638)
("'13:09:52.21093'", 202, 829, 559, 1274, 720)
("'13:09:52.37864'", 20, 558, 389, 1036, 558)
("'13:09:52.37864'", 79, 865, 195, 1259, 363)
("'13:09:52.37864'", 98, 1027, 112, 1282, 239)
("'13:09:52.37864'", 123, 547, 348, 1163, 570)
("'13:09:52.37864'", 143, 351, 77, 764, 228)
("'13:09:52.37864'", 189, 120, 167, 621, 387)
("'13:09:52.37864'", 196, 107, 433, 543, 707)
("'13:09:52.55237'", 79, 892, 202, 1317, 392)
("'13:09:52.55237'", 82, 136, 177, 863, 410)
("'13:09:52.55237'", 114, 956, 204, 1279, 411)
("'13:09:52.55237'", 123, 663, 438, 1205, 626)
("'13:09:52.55237'", 143, 437, 85, 908, 253)
("'13:09:52.55237'", 196, 122, 464, 649, 723)
("'13:09:52.72228'", 82, 299, 184, 1087, 440)
("'13:09:52.72228'", 123, 696, 475, 1314, 699)
("'13:09:52.72228'", 143, 537, 112, 992, 263)
("'13:09:52.72228'", 196, 225, 512, 791, 718)
("'13:09:52.72228'", 208, 12, 265, 163, 451)
("'13:09:52.89442'", 82, 418, 197, 1238, 473)
("'13:09:52.89442'", 98, 901, 12, 1221, 172)
("'13:09:52.89442'", 123, 782, 528, 1297, 719)
("'13:09:52.89442'", 144, 873, 0, 1224, 148)
("'13:09:52.89442'", 196, 312, 536, 989, 720)
("'13:09:52.89442'", 197, 556, 133, 1128, 284)
("'13:09:52.89442'", 208, 10, 374, 134, 526)
("'13:09:53.06405'", 58, 619, 132, 1232, 332)
("'13:09:53.06405'", 82, 444, 204, 1289, 494)
("'13:09:53.06405'", 123, 867, 577, 1252, 718)
("'13:09:53.06405'", 179, 148, 471, 721, 698)
("'13:09:53.06405'", 208, 10, 378, 139, 531)
("'13:09:53.27794'", 163, 724, 141, 1286, 333)
("'13:09:53.27794'", 179, 169, 481, 752, 706)
("'13:09:53.27794'", 189, 576, 223, 1310, 525)
("'13:09:53.44318'", 71, 608, 345, 900, 519)
("'13:09:53.44318'", 157, 729, 225, 1270, 528)
("'13:09:53.44318'", 163, 781, 152, 1284, 325)
("'13:09:53.44318'", 179, 276, 476, 841, 682)
("'13:09:53.44318'", 214, 32, 324, 254, 489)
("'13:09:53.44318'", 218, 318, 299, 538, 390)
("'13:09:53.61186'", 157, 835, 246, 1278, 499)
("'13:09:53.61186'", 163, 837, 146, 1334, 335)
("'13:09:53.61186'", 179, 354, 476, 912, 668)
("'13:09:53.61186'", 214, 24, 271, 316, 477)
("'13:09:53.61186'", 219, 17, 405, 346, 579)
("'13:09:53.77975'", 58, 690, 319, 1196, 488)
("'13:09:53.77975'", 163, 906, 146, 1348, 348)
("'13:09:53.77975'", 179, 356, 431, 1041, 662)
("'13:09:53.77975'", 189, 739, 336, 1118, 498)
("'13:09:53.77975'", 214, 48, 254, 376, 456)
("'13:09:53.77975'", 219, 34, 362, 418, 560)
("'13:09:53.95819'", 79, 363, 409, 918, 645)
("'13:09:53.95819'", 157, 1029, 152, 1293, 307)
("'13:09:53.95819'", 179, 508, 412, 1150, 630)
("'13:09:53.95819'", 189, 741, 277, 1160, 452)
("'13:09:53.95819'", 214, 65, 244, 436, 436)
("'13:09:53.95819'", 219, 77, 379, 421, 537)
("'13:09:54.12510'", 144, 818, 259, 1272, 449)
("'13:09:54.12510'", 179, 523, 392, 1211, 620)
("'13:09:54.12510'", 214, 57, 231, 471, 418)
("'13:09:54.12510'", 218, 374, 234, 583, 319)
("'13:09:54.12510'", 219, 119, 382, 431, 509)
("'13:09:54.12510'", 232, 328, 564, 556, 675)
("'13:09:54.12510'", 233, 13, 527, 208, 641)
("'13:09:54.29868'", 71, 0, 548, 288, 708)
("'13:09:54.29868'", 144, 918, 219, 1311, 398)
("'13:09:54.29868'", 179, 638, 363, 1339, 607)
("'13:09:54.29868'", 214, 111, 220, 631, 421)
("'13:09:54.46907'", 189, 746, 372, 1310, 615)
("'13:09:54.46907'", 214, 170, 175, 887, 456)
("'13:09:54.46907'", 222, 746, 345, 1300, 617)
("'13:09:54.63871'", 214, 305, 193, 922, 432)
("'13:09:54.63871'", 222, 908, 375, 1329, 621)
("'13:09:54.63871'", 228, 14, 292, 241, 455)
("'13:09:54.63871'", 233, 6, 425, 216, 541)
("'13:09:54.63871'", 239, 62, 523, 485, 709)
("'13:09:54.81229'", 98, -9, 429, 240, 546)
("'13:09:54.81229'", 214, 378, 209, 926, 412)
("'13:09:54.81229'", 222, 1004, 414, 1317, 625)
("'13:09:54.81229'", 228, 3, 281, 228, 444)
("'13:09:54.98978'", 163, 945, 212, 1154, 307)
("'13:09:54.98978'", 214, 448, 219, 993, 418)
("'13:09:54.98978'", 222, 1068, 433, 1316, 632)
("'13:09:54.98978'", 228, 3, 310, 240, 475)
("'13:09:54.98978'", 241, 108, 522, 611, 702)
("'13:09:54.98978'", 247, 630, 376, 1068, 573)
("'13:09:55.16308'", 79, 74, 241, 372, 374)
("'13:09:55.16308'", 179, 1027, 335, 1270, 420)
("'13:09:55.16308'", 214, 510, 221, 1074, 427)
("'13:09:55.16308'", 222, 1106, 449, 1311, 651)
("'13:09:55.16308'", 228, -46, 323, 314, 601)
("'13:09:55.16308'", 241, 154, 533, 677, 720)
("'13:09:55.16308'", 247, 661, 393, 1075, 576)
("'13:09:55.16308'", 251, 8, 579, 266, 720)
("'13:09:55.33576'", 143, 458, 241, 1170, 462)
("'13:09:55.33576'", 219, 53, 273, 427, 415)
("'13:09:55.33576'", 228, -8, 332, 333, 614)
("'13:09:55.33576'", 241, 216, 560, 674, 700)
("'13:09:55.33576'", 247, 715, 423, 1122, 588)
("'13:09:55.50581'", 143, 553, 266, 1281, 490)
("'13:09:55.50581'", 228, 16, 335, 384, 632)
("'13:09:55.50581'", 256, 536, 220, 899, 320)
("'13:09:55.67697'", 189, 835, 456, 1277, 633)
("'13:09:55.67697'", 214, 709, 297, 1285, 507)
("'13:09:55.67697'", 233, 0, 347, 490, 625)
("'13:09:55.67697'", 256, 632, 221, 970, 314)
("'13:09:55.67697'", 258, 309, 562, 942, 708)
