[cast header]


depthinmeters=no
seacast version= Version 4.4.0
[cast header]
display options
[instrument]
type=base.x2
emulationmode=disabled
usecustomheader=yes
sn=26157
firmware=v5.01
sampleunits=/ second
sampleinterval=2
pressureinc=0.00
soundinc=0.00
logfile=test. 
dateformat=iso
date=2022-03-11
time=12:46:56
memorysize=942.3 mb
memoryused=3.8 mb
displaytime=yes
displaydate=yes
displaysalinity=no
displaydensity=no
displaysoundvelocity=no
displaybattery=yes
relaymode=rs232 mode
realtimelogging=yes
loggingtimeout=0
startupdelay=10
displayheader=yes
startupmode=prompt
characterreception=yes
loggingbreakmode=no
detectionmode=a3
batteryacoefficient=+3.500000e-01
batterybcoefficient=+2.500000e-02
shutdownvoltage=6.5
warningvoltage=6.9
pressureoffset=0.00
usepressureoffset=no
soundvelocitythreshold=1375.00
delimtermode=space
sensordetectionmode=once
traceability=yes
skippoweroff=no
analogchannels=disabled
latitude=63.4512
longitude=10.5228
automonitorseconds=0
fixedpressure=0.0000
usefixedpressure=no
biofoulingpwralways=no
ledtimeoutsecs=300
displayincrement=no
autozero=no
docompensation=no
scandelay=7

[slot 1]
sensorname=sv-c-ct.xchange sv.x sn 207137 03/19/19
boardsn=65535

[slot 3]
sensorname=p-t-tu-do-uv.xchange p.x sn 306715 01/20/20
boardsn=15506


[data.x]
data.x sn =26157
ssid =aml_26157
ip address =169.254.43.148
geo-location source =gps
c-sensor in-water threshold (ms/cm) =0.005
sleep timeout enabled =yes
sleep timeout (mins) =5
shutdown timeout enabled =no
shutdown timeout (mins) =60
wi-fi sleep timeout enabled =yes
wi-fi sleep timeout (secs) =20
low batt shutdown threshold voltage =6.5
wep key =26157
wi-fi channel =10
in-water instrument access =no
wi-fi enabled =yes
verbose output enabled =no
terminal baud rate =115200
latitude=no-lock
longitude=no-lock
hdop=
water detect source =sv sensor
log trigger source =time increment
verbose =no
terminal baud =115200
c position =0
sv position =1
real positions =2



average sound velocity=1472.55
 
comments= 
 
[data]
Date,Time,SV (m/s),Pressure (dBar),Battery (V)
2022-03-11,12:46:57.87,1466.558,0000.21,007.90
2022-03-11,12:46:58.37,1473.521,0000.21,007.90
2022-03-11,12:46:58.87,1473.593,0000.26,007.90
2022-03-11,12:46:59.37,1473.262,0000.27,007.90
2022-03-11,12:46:59.87,1473.150,0000.26,007.90
2022-03-11,12:47:00.37,1473.121,0000.29,007.90
2022-03-11,12:47:00.87,1473.256,0000.27,007.90
2022-03-11,12:47:01.37,1472.995,0000.25,007.90
2022-03-11,12:47:01.87,1472.958,0000.28,007.90
2022-03-11,12:47:02.37,1472.840,0000.33,007.90
2022-03-11,12:47:02.87,1472.741,0000.37,007.90
2022-03-11,12:47:03.37,1472.752,0000.40,007.90
2022-03-11,12:47:03.87,1472.702,0000.45,007.90
2022-03-11,12:47:04.37,1472.669,0000.59,007.90
2022-03-11,12:47:04.87,1472.655,0000.71,007.90
2022-03-11,12:47:05.37,1472.625,0000.92,007.90
2022-03-11,12:47:05.87,1472.647,0001.09,007.90
2022-03-11,12:47:06.37,1472.660,0001.20,007.90
2022-03-11,12:47:06.87,1472.571,0001.31,007.90
2022-03-11,12:47:07.37,1472.575,0001.47,007.90
2022-03-11,12:47:07.87,1472.545,0001.60,007.90
2022-03-11,12:47:08.37,1472.528,0001.74,007.90
2022-03-11,12:47:08.87,1472.525,0001.89,007.90
2022-03-11,12:47:09.37,1472.534,0001.97,007.90
2022-03-11,12:47:09.87,1472.570,0002.00,007.90
2022-03-11,12:47:10.37,1472.615,0001.94,007.90
2022-03-11,12:47:10.87,1472.549,0001.96,007.90
2022-03-11,12:47:11.37,1472.519,0002.04,007.90
2022-03-11,12:47:11.87,1472.500,0002.20,007.90
2022-03-11,12:47:12.37,1472.479,0002.38,007.90
2022-03-11,12:47:12.87,1472.514,0002.46,007.90
2022-03-11,12:47:13.37,1472.456,0002.57,007.90
2022-03-11,12:47:13.87,1472.456,0002.73,007.90
2022-03-11,12:47:14.37,1472.467,0002.85,007.90
2022-03-11,12:47:14.87,1472.479,0002.86,007.90
2022-03-11,12:47:15.37,1472.468,0002.96,007.90
2022-03-11,12:47:15.87,1472.455,0003.19,007.90
2022-03-11,12:47:16.37,1472.448,0003.51,007.90
2022-03-11,12:47:16.87,1472.456,0003.80,007.90
2022-03-11,12:47:17.37,1472.451,0003.99,007.90
2022-03-11,12:47:17.87,1472.444,0004.18,007.90
2022-03-11,12:47:18.37,1472.444,0004.35,007.90
2022-03-11,12:47:18.87,1472.454,0004.59,007.90
2022-03-11,12:47:19.37,1472.454,0004.90,007.90
2022-03-11,12:47:19.87,1472.453,0005.21,007.90
2022-03-11,12:47:20.37,1472.456,0005.52,007.90
2022-03-11,12:47:20.87,1472.460,0005.79,007.90
2022-03-11,12:47:21.37,1472.465,0006.07,007.90
2022-03-11,12:47:21.87,1472.468,0006.26,007.90
2022-03-11,12:47:22.37,1472.468,0006.36,007.90
2022-03-11,12:47:22.87,1472.471,0006.42,007.90
